Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Prorocentrum_dentatum,Chrysochromulina,Chrysochromulina_lanceolata,Copepod_nauplii,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Kryptoperidinium_triquetrum,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_debris,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Acantharia,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Pelagostrobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnina,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Paratontonia_gracillima,Trichodesmium,Vicicitus_globosus,Warnowia,Amoeba,bead,bubble,camera_spot,Ciliophora,coccolithophorid,Cryptophyta,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,flagellate,flagellate_morphotype1,flagellate_morphotype3,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,Bacillariophyceae_morphotype1,unknown2,zooplankton
3,0,1,0,0,0,2,0,174,1,1,0,4,0,3,0,0,1,3,42,0,3,0,0,1,3,0,0,3,0,0,0,0,0,0,0,4,3,2,14,0,1,0,0,6,83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9,9,0,0,61,2,10,19,0,1,0,88,11,0,0,0,0,0,1,1,0,1,9,2,0,1,0,0,0,0,0,2,46,0,6,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,3,0,6,0,0,0,0,0,0,0,7,38,0,2,5,5,13,150,152,2,4,0,3,0,3,2569,20,3,0,0,0,0,3,0,0
3,0,1,0,1,0,0,0,206,0,1,0,5,0,1,0,1,1,3,50,0,8,0,0,0,2,0,0,1,0,1,0,0,1,0,0,13,4,5,6,0,0,0,0,2,84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,9,7,1,1,69,0,13,13,0,2,1,58,4,0,0,0,3,0,1,0,0,5,12,6,0,0,0,1,0,0,0,1,16,1,7,0,0,0,0,5,1,10,0,1,0,0,0,0,0,0,0,1,0,7,2,10,0,3,0,7,0,0,0,0,0,0,1,12,22,0,1,1,11,21,178,227,0,5,1,5,0,5,2862,16,1,0,0,0,0,4,0,0
2,0,1,0,0,1,2,0,277,0,3,0,6,0,0,0,0,1,6,31,2,2,0,0,0,7,0,0,1,0,1,0,1,0,0,0,13,2,4,2,0,0,0,0,5,84,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,6,0,0,125,1,11,15,0,6,0,43,8,0,0,1,2,0,1,0,0,4,18,3,1,0,0,3,0,0,2,1,28,0,9,0,0,0,1,9,0,5,0,0,0,0,0,0,0,1,0,2,0,4,2,6,1,3,0,4,0,0,1,0,0,0,0,9,24,0,2,7,18,44,167,318,1,5,0,2,1,7,3616,19,1,0,0,0,0,2,0,0
0,0,0,0,0,0,4,0,370,1,3,0,3,0,0,0,0,0,4,39,1,3,0,0,0,7,0,0,1,0,0,0,0,0,0,0,6,3,1,5,0,6,0,0,5,125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,157,2,23,15,0,4,0,20,3,0,0,1,0,0,1,1,0,5,8,6,2,1,0,1,0,0,0,1,18,0,14,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,1,17,0,2,0,4,0,0,1,0,0,0,0,7,18,0,0,6,25,29,201,327,0,8,1,4,0,9,4084,25,2,0,0,0,0,1,0,0
1,0,0,1,0,1,2,0,345,0,3,0,5,0,1,0,0,1,1,46,0,4,0,0,1,5,0,0,0,0,1,0,2,0,0,0,6,7,1,3,0,7,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,5,0,0,175,1,18,9,0,2,0,22,12,0,0,1,1,0,1,0,0,8,10,3,0,0,0,2,0,0,1,1,30,0,22,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,5,1,17,1,1,0,3,0,0,0,0,0,0,0,13,30,0,0,4,22,34,200,352,2,2,1,4,1,7,4305,31,0,0,0,0,0,5,0,0
1,0,0,0,1,0,1,0,339,0,3,0,10,0,0,0,0,2,1,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0,3,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,7,0,0,203,1,9,13,0,6,1,21,3,0,0,0,0,0,1,0,0,5,19,7,0,0,0,1,0,1,0,0,24,0,8,0,0,0,2,4,0,5,0,1,0,0,0,0,0,0,0,1,0,6,2,20,0,6,0,2,0,0,0,0,0,0,0,6,11,0,2,11,25,46,221,359,0,5,4,1,0,10,4259,40,3,0,0,0,0,7,0,0
3,0,0,0,1,0,2,0,345,0,4,0,4,0,1,0,0,1,2,26,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,4,3,1,0,13,0,0,2,116,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,6,0,0,222,0,13,15,0,2,0,33,0,0,0,0,1,0,0,2,1,3,11,2,2,0,0,0,0,0,0,2,23,0,14,1,0,0,2,3,1,7,0,2,0,0,0,0,0,0,0,2,0,2,5,12,0,3,0,3,0,0,0,1,0,0,0,5,24,1,2,7,20,38,213,353,0,4,0,5,0,11,4289,26,4,0,0,0,0,7,0,0
1,0,0,1,0,0,0,0,319,0,0,0,5,0,0,0,0,0,1,24,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,2,1,0,6,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,169,0,8,11,0,2,0,15,0,0,0,0,2,0,1,0,0,9,16,5,0,0,0,1,0,0,0,0,18,0,22,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,19,0,4,0,4,0,0,0,0,0,0,0,8,17,0,1,3,16,35,207,324,0,10,0,1,0,6,4592,31,1,0,0,0,0,1,0,0
1,0,1,1,0,0,3,0,331,1,2,0,7,0,1,1,0,0,1,31,0,3,1,0,0,6,0,0,0,1,1,0,0,0,0,0,11,4,0,2,0,3,1,0,5,76,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,1,1,7,0,0,188,1,12,20,0,3,0,25,2,0,0,1,2,0,2,0,0,5,17,5,2,1,0,0,0,0,0,1,16,2,23,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,11,0,3,0,8,0,0,0,0,0,0,0,6,26,0,1,6,21,28,209,358,0,10,1,1,0,8,4583,25,0,1,0,0,0,3,0,0
0,0,0,0,0,0,3,0,274,1,5,0,7,0,1,0,0,0,0,28,1,2,0,0,0,3,0,0,0,2,0,0,1,1,0,2,7,5,0,0,0,5,0,0,9,100,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,6,0,0,191,0,12,17,0,4,0,28,2,0,0,0,1,0,0,0,0,8,16,4,0,0,0,0,0,0,1,1,21,1,17,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,12,0,7,0,5,0,0,1,0,0,0,0,10,42,0,0,8,19,42,211,312,1,5,0,0,0,3,4103,26,2,0,0,0,0,5,0,0
3,0,0,1,0,0,2,0,238,0,5,0,4,0,1,0,0,1,2,15,0,5,0,0,0,1,0,0,1,0,2,0,0,0,0,0,7,3,1,0,0,5,0,0,5,98,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,4,0,0,186,2,11,17,0,4,0,25,4,0,0,1,0,0,0,1,0,6,14,5,0,0,0,1,0,0,0,0,18,0,26,0,0,1,0,3,0,3,0,1,0,0,0,0,1,0,0,3,0,0,1,12,0,1,0,6,0,0,0,0,0,0,0,6,23,0,0,1,33,50,191,347,1,7,1,2,0,7,4523,28,2,0,0,0,0,7,1,0
1,0,0,0,0,0,0,0,300,0,3,0,4,0,1,0,0,1,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,10,0,0,4,86,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,0,177,0,8,6,0,2,0,20,0,0,0,2,0,0,0,0,0,0,18,3,1,0,0,0,0,0,0,0,27,0,15,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0,4,0,4,0,0,0,0,0,0,0,9,25,0,0,2,26,46,158,330,2,4,1,2,0,10,4806,32,3,0,0,0,0,6,0,0
1,0,0,0,1,1,2,0,290,2,2,0,5,0,0,0,0,0,1,15,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,8,0,0,7,84,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,0,2,3,1,0,0,206,0,6,12,0,2,1,15,0,0,0,1,0,0,1,0,0,6,19,1,0,0,0,0,0,1,0,2,12,0,19,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,4,16,0,7,0,8,0,0,1,0,0,0,1,5,26,0,1,4,18,47,147,383,0,4,1,2,0,10,4969,38,0,1,0,0,0,5,0,0
2,0,0,0,0,0,0,0,291,2,6,0,8,0,1,0,0,0,0,23,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,4,1,2,0,8,0,0,4,88,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,5,0,0,193,0,7,26,0,1,0,15,1,0,0,0,0,0,2,0,0,13,20,3,1,0,0,1,0,1,0,1,12,0,19,1,0,1,1,3,1,1,0,1,0,0,0,0,1,0,0,3,0,4,2,12,0,3,0,3,0,0,0,0,0,0,0,3,12,0,0,4,22,41,158,363,0,5,0,7,0,6,5188,48,4,0,0,0,0,9,0,0
2,0,1,1,0,1,3,0,294,1,1,0,10,0,0,0,1,0,1,28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,3,0,0,2,90,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,192,1,11,16,0,6,0,14,0,2,0,0,2,0,0,1,0,15,19,5,1,1,0,1,0,0,0,1,17,0,18,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,11,0,5,0,4,0,0,0,0,0,0,0,10,18,0,1,2,18,45,167,322,1,2,0,4,0,7,5425,31,1,0,0,0,0,1,0,0
2,0,0,0,0,0,3,0,295,2,4,0,6,0,0,0,0,0,1,21,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,7,7,2,1,0,8,0,0,8,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,192,0,7,10,0,3,0,19,3,0,0,0,1,0,2,0,0,5,21,3,1,0,0,1,0,0,0,1,8,0,20,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,1,0,2,2,12,0,7,0,6,0,0,0,0,0,0,0,13,17,0,0,7,24,38,153,390,2,7,0,5,0,14,5300,37,0,0,0,0,0,5,0,0
1,0,0,0,1,0,1,0,248,0,0,0,10,0,0,0,1,0,3,13,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,8,0,0,3,108,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,3,1,0,186,2,5,9,0,2,1,9,1,0,0,1,1,0,3,0,0,6,17,1,0,0,0,1,0,1,0,1,12,0,25,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,15,0,4,0,3,0,0,0,0,0,0,0,7,20,0,0,2,20,37,151,387,0,6,0,0,1,6,5353,36,1,0,0,0,0,3,0,0
1,0,0,1,0,2,1,0,265,0,4,0,4,0,0,0,0,0,2,20,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,4,11,1,0,0,8,0,0,3,111,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,1,188,0,8,10,0,4,0,22,0,0,0,3,1,0,0,0,0,4,26,4,0,1,0,1,0,0,1,1,23,0,21,2,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,2,4,18,0,5,0,6,0,0,1,0,0,0,0,12,15,0,1,3,25,49,193,373,1,2,2,4,1,7,5074,47,2,0,0,0,0,8,0,0
1,0,1,0,0,0,0,0,276,2,8,0,10,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,3,0,2,0,12,0,0,2,92,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,1,1,1,0,0,179,0,6,13,0,4,0,9,0,0,0,0,0,0,1,0,0,6,20,3,0,0,0,1,0,0,1,3,14,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,21,0,4,0,6,0,0,1,0,0,0,1,14,26,0,1,3,28,43,155,393,0,4,2,8,1,6,5132,44,1,0,0,0,0,5,0,0
0,0,0,0,1,0,0,0,272,0,2,0,2,0,0,0,0,0,2,24,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,1,0,7,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,180,0,9,8,0,1,0,12,0,0,0,0,1,0,0,0,0,9,18,5,0,1,0,2,0,0,0,0,10,0,12,0,0,1,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,13,0,4,0,6,0,0,0,0,0,0,1,9,10,0,1,6,28,36,147,412,1,5,1,2,0,11,5069,28,1,0,0,0,0,5,0,0
2,0,0,0,0,0,1,0,230,0,3,0,7,0,0,0,0,0,4,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,5,92,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,5,0,0,181,0,4,8,0,1,0,10,0,0,0,0,0,0,0,0,0,5,16,4,0,1,0,1,0,0,0,0,15,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,26,1,2,0,1,0,0,0,0,0,0,0,8,11,0,2,3,22,35,171,345,1,3,1,2,0,6,5208,31,2,0,0,0,0,7,1,0
3,0,0,0,0,1,1,0,282,0,2,0,9,0,0,0,0,0,1,18,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,3,1,0,0,4,0,0,7,90,0,0,0,0,0,0,2,0,1,0,0,1,8,0,0,0,1,0,3,0,0,191,0,6,13,0,1,1,13,0,0,0,0,0,0,0,1,0,11,29,2,1,0,0,2,1,0,0,1,10,0,24,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,5,0,3,0,0,0,0,0,0,0,9,20,0,1,3,23,33,157,369,0,4,1,1,0,7,5201,29,1,1,0,0,0,3,0,0
2,0,0,0,2,0,3,0,304,1,0,0,8,0,1,0,0,0,2,24,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,5,0,1,0,5,0,0,2,112,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,192,0,5,11,0,5,0,14,1,0,0,1,2,0,0,1,0,11,13,3,0,2,0,1,0,0,1,1,12,0,15,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,2,4,17,1,3,1,3,0,0,1,1,0,0,0,3,17,0,1,5,12,38,150,396,0,5,2,3,0,9,5215,34,0,0,0,0,0,4,0,0
0,0,0,0,0,0,2,0,267,1,3,0,7,0,1,1,0,0,1,23,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,2,2,0,0,7,0,0,4,85,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,186,1,2,12,0,2,0,14,0,0,0,1,0,0,2,0,0,5,18,3,0,0,0,0,0,0,0,0,11,0,20,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,11,0,7,0,5,0,0,0,0,1,0,0,1,16,0,4,3,19,31,186,378,0,4,1,5,0,4,5199,24,0,0,0,0,0,2,0,0
1,0,0,0,1,0,1,0,323,0,1,0,7,1,0,0,0,0,1,21,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,4,0,0,0,4,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,232,0,7,6,0,7,1,17,1,0,0,0,1,0,0,1,0,5,26,5,0,0,0,3,0,0,0,1,4,0,15,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,1,0,1,3,22,0,3,0,3,0,0,1,0,0,0,0,5,12,0,0,3,22,36,155,372,3,2,0,2,0,9,5283,13,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,287,2,3,0,3,0,0,0,0,1,2,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,8,0,0,4,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,190,2,4,7,0,6,0,18,0,0,0,0,0,0,0,0,0,11,21,3,0,0,0,1,0,0,0,0,8,0,23,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,6,0,1,0,0,1,0,0,0,0,3,17,0,2,5,23,30,188,349,0,4,0,4,0,7,5071,26,1,0,0,0,0,2,0,0
2,0,1,1,0,0,0,0,262,0,2,0,4,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,1,0,4,0,0,2,97,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,7,0,0,201,2,4,11,0,5,0,23,0,1,0,1,0,0,1,1,0,7,20,2,0,1,0,2,0,0,0,1,7,0,24,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,18,0,7,0,2,0,0,0,0,0,0,1,6,8,0,0,6,14,34,143,321,0,5,0,3,0,6,5190,34,0,0,0,0,0,3,0,0
1,0,0,0,0,0,0,0,285,0,2,0,10,0,1,0,0,0,1,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,4,0,0,4,84,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,5,0,0,220,0,5,11,0,8,1,15,0,0,0,0,2,0,1,1,0,8,22,3,1,1,0,1,0,0,0,0,13,0,18,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,3,0,0,1,0,0,0,0,6,14,0,1,2,15,28,180,352,1,4,1,2,0,3,5155,27,3,0,0,0,0,4,0,0
1,0,0,1,1,0,1,0,278,0,1,0,8,0,2,0,0,0,3,21,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,2,0,2,0,9,0,0,1,104,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,219,0,4,10,0,5,0,18,2,0,0,0,1,0,0,0,0,11,18,1,3,0,0,0,0,0,1,0,13,0,23,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,1,7,0,4,0,0,0,0,0,0,0,8,19,0,0,6,16,30,161,350,0,5,0,3,0,7,5086,27,0,0,0,0,0,4,0,0
0,0,0,0,1,0,0,0,282,0,4,1,6,0,0,0,0,0,0,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,7,0,0,3,85,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,2,0,0,218,0,8,12,0,4,0,9,2,0,0,0,0,0,2,1,0,10,17,5,0,0,0,2,0,0,1,1,12,0,19,0,0,0,1,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,19,1,3,0,1,0,0,0,0,0,0,0,8,7,0,0,2,16,31,176,300,1,2,0,3,0,2,5110,29,1,0,0,0,0,3,0,0
1,0,0,0,4,0,0,0,255,1,2,0,6,0,0,0,0,0,2,20,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,7,0,0,3,107,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,3,0,0,253,0,4,12,0,2,0,17,0,0,0,0,1,0,0,0,0,3,10,4,0,1,0,0,0,0,0,0,15,2,19,0,0,0,1,3,0,2,0,0,0,0,0,0,0,3,0,0,0,2,1,27,0,3,0,3,0,0,0,0,0,0,0,7,18,0,0,4,16,50,190,341,1,4,0,2,1,7,4752,27,1,0,0,0,0,7,0,1
1,0,0,0,0,0,2,0,265,0,3,0,9,1,1,0,0,0,1,27,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,4,87,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,234,1,5,13,0,3,0,31,0,0,0,1,1,0,0,1,0,5,12,9,0,1,0,0,0,0,0,3,22,0,18,0,0,0,0,11,0,4,0,0,0,0,0,0,0,2,0,1,0,0,2,12,0,5,0,1,0,1,1,0,0,0,0,6,19,0,0,6,18,56,170,331,2,3,0,4,0,8,4674,28,2,0,0,0,0,3,0,0
2,0,0,0,2,0,1,0,274,0,3,0,2,1,0,0,0,0,4,20,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,4,2,1,0,12,0,0,2,73,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,3,0,0,222,0,5,11,0,4,0,31,0,0,0,1,0,0,0,1,0,4,25,4,0,2,0,1,0,0,0,0,24,0,11,0,0,1,1,9,0,3,0,0,0,0,0,0,0,2,0,0,0,4,1,14,0,5,0,3,0,0,0,0,0,0,0,12,13,0,1,4,13,48,200,273,1,9,0,1,0,11,4997,60,1,0,0,0,0,11,0,0
1,0,0,1,1,0,1,0,275,0,3,0,7,0,1,0,0,1,1,18,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,4,0,3,0,14,0,0,6,66,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,2,0,2,0,0,211,1,5,11,0,1,0,26,0,1,0,1,0,0,0,1,0,7,26,4,0,0,0,2,0,0,0,0,27,0,17,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,11,0,4,0,3,0,0,0,0,0,0,0,13,8,0,1,2,8,60,179,286,0,2,0,4,0,2,5006,56,3,0,2,0,0,3,0,0
1,0,1,0,0,0,0,0,317,1,1,0,3,1,0,0,1,0,0,24,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,15,0,0,2,81,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,253,0,1,15,0,2,0,26,1,0,0,1,1,0,1,0,0,6,17,3,1,0,0,3,0,0,1,1,18,0,18,1,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,16,1,9,0,7,0,0,0,0,0,0,0,13,24,0,1,4,13,43,205,291,1,1,1,5,0,6,4907,59,1,0,0,0,0,7,0,0
2,0,0,0,0,1,0,0,285,1,2,0,6,0,1,0,0,0,0,14,0,3,0,0,0,3,0,0,0,1,4,0,0,0,0,0,1,1,1,0,1,11,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0,0,214,2,4,14,0,4,0,20,0,0,0,2,1,0,0,0,0,6,15,6,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17,1,4,0,5,0,0,0,0,0,0,0,18,16,0,0,2,11,46,183,326,2,3,0,5,1,9,4710,32,0,0,2,0,0,6,0,0
0,0,0,0,1,0,0,0,272,1,4,0,8,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,11,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,233,0,2,11,0,4,0,7,1,0,0,1,1,0,0,3,0,11,17,1,1,1,0,0,0,0,0,0,4,0,17,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,2,15,0,5,0,5,0,0,1,0,0,0,0,14,18,0,3,4,16,41,155,298,0,6,0,2,0,14,4715,33,1,0,0,0,0,9,1,0
0,0,1,0,0,0,0,0,298,0,6,0,4,0,0,0,1,0,2,20,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,5,0,0,2,74,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,1,4,0,0,227,0,5,8,0,3,0,17,1,0,0,0,2,0,0,2,0,7,15,3,1,0,0,1,0,0,0,1,8,0,13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,1,4,0,5,0,0,0,0,0,0,1,19,10,0,0,4,13,50,195,311,0,3,0,6,0,3,4671,29,0,0,0,0,0,5,0,0
5,0,1,0,0,0,2,0,276,1,5,0,4,0,0,0,0,0,1,19,0,0,0,0,0,3,0,0,0,1,2,0,0,1,0,1,2,1,1,0,0,11,0,0,2,88,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,1,0,3,0,0,228,0,5,7,0,2,0,8,1,0,0,0,0,0,0,0,0,6,27,2,0,1,0,2,0,0,0,1,7,0,10,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,1,0,1,2,16,0,7,0,2,0,0,0,0,0,0,0,9,12,0,1,1,10,50,192,338,0,3,0,2,0,9,4488,38,0,0,1,0,0,4,0,0
0,0,0,2,2,0,1,0,304,1,3,0,6,0,0,0,0,0,3,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,2,0,8,0,0,3,88,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,218,1,2,12,0,1,0,20,1,0,0,0,0,0,2,0,0,5,16,1,0,0,0,3,0,0,0,3,15,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,25,1,5,0,3,0,1,1,0,0,0,0,12,9,0,0,2,18,46,178,305,0,4,0,2,1,8,4543,49,2,0,0,0,0,8,0,0
