Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Prorocentrum_dentatum,Chrysochromulina,Chrysochromulina_lanceolata,Copepod_nauplii,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Kryptoperidinium_triquetrum,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_debris,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Acantharia,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Pelagostrobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnina,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Paratontonia_gracillima,Trichodesmium,Vicicitus_globosus,Warnowia,Amoeba,bead,bubble,camera_spot,Ciliophora,coccolithophorid,Cryptophyta,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,flagellate,flagellate_morphotype1,flagellate_morphotype3,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,Bacillariophyceae_morphotype1,unknown2,zooplankton
3,0,0,0,0,2,3,0,135,1,3,0,12,1,1,0,0,0,3,42,0,1,0,0,0,4,0,0,0,0,6,0,3,0,0,2,30,3,0,1,1,5,0,0,5,118,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,332,1,9,21,0,3,0,17,9,2,0,0,1,0,1,1,0,5,20,3,1,0,0,0,0,0,0,4,58,0,35,0,0,0,1,6,1,0,0,0,0,0,0,0,1,1,1,0,0,5,2,30,1,8,0,3,0,0,1,0,0,1,0,14,9,0,1,1,8,38,153,387,1,7,1,12,1,3,4533,41,11,0,0,0,0,1,0,0
6,0,0,0,0,0,3,0,120,0,5,0,8,1,0,0,0,0,7,52,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,4,36,3,2,1,0,3,0,0,8,115,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,314,2,4,16,0,6,0,13,8,1,0,0,0,0,0,2,0,7,17,3,1,2,0,1,0,0,0,0,57,0,31,0,0,1,1,2,0,2,0,1,0,0,0,0,0,5,0,3,0,3,1,23,0,7,0,6,0,1,0,0,0,0,0,6,11,0,1,2,13,45,148,347,1,6,1,15,2,7,4514,24,12,0,1,0,0,2,0,0
5,0,3,0,0,1,3,1,126,0,1,0,10,0,0,1,0,0,3,23,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,28,2,2,3,0,1,0,0,5,101,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,339,0,7,17,0,8,0,14,4,0,0,0,2,0,0,0,0,7,27,5,0,1,0,2,0,1,0,2,59,1,31,0,0,0,2,2,1,2,0,1,0,0,0,0,0,3,0,3,0,4,0,10,2,3,0,5,0,0,2,0,0,0,0,9,5,0,0,3,9,56,174,322,3,13,2,15,0,3,4409,26,12,0,0,0,0,3,0,0
5,0,1,0,0,3,1,0,132,0,1,0,7,0,1,1,0,0,5,46,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,1,23,5,0,1,0,5,0,0,5,76,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,274,0,6,19,0,6,0,10,11,0,0,0,2,0,0,0,0,16,21,8,1,1,0,0,0,0,0,3,34,1,29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,23,0,5,0,4,0,0,0,0,0,0,0,1,5,0,0,3,14,40,196,239,5,5,2,9,0,6,4177,23,2,0,0,0,0,2,0,0
4,0,0,0,0,0,0,0,143,0,1,0,8,0,0,0,0,0,5,35,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,2,25,4,0,3,0,1,0,0,7,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,224,0,12,11,0,7,0,9,4,0,1,1,0,0,2,0,0,17,28,7,0,0,0,8,0,0,0,1,24,0,26,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,29,0,2,0,3,0,0,1,0,0,0,0,3,4,0,1,2,6,43,171,267,3,4,0,16,0,6,3985,24,7,0,0,0,0,3,0,0
2,0,0,0,0,0,2,0,145,0,2,0,6,0,2,0,0,0,3,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16,5,1,0,0,1,0,0,9,77,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,2,0,0,279,1,8,16,0,6,0,10,6,0,0,1,1,0,0,0,0,15,20,8,0,1,0,1,1,0,0,3,28,0,14,0,1,1,2,1,0,4,0,0,0,1,0,0,0,0,0,1,0,2,1,23,0,6,0,3,0,0,1,0,0,0,1,8,7,0,0,3,11,37,207,229,3,5,1,9,2,6,4089,27,7,0,0,0,0,2,0,0
0,0,0,2,0,1,4,0,140,0,5,0,9,0,1,0,0,0,3,26,1,1,0,0,0,2,1,0,1,1,2,0,0,0,0,2,29,2,3,1,0,1,0,0,6,65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,255,1,11,21,0,11,0,16,11,1,0,1,1,0,1,1,0,11,16,14,5,1,0,2,0,0,0,1,28,0,23,0,0,0,2,4,1,2,0,0,0,0,0,0,0,3,0,1,0,3,0,23,0,3,0,6,0,0,2,0,0,0,0,15,3,0,1,4,10,35,211,260,6,5,1,10,0,4,3795,27,3,0,0,0,0,2,0,0
1,0,1,0,0,2,3,0,164,0,2,0,14,0,1,0,0,0,3,42,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,22,6,0,0,0,1,0,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,247,0,11,10,0,8,0,9,3,0,0,0,0,0,1,0,0,11,20,4,0,0,0,2,0,0,0,1,31,2,26,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,3,0,3,0,26,0,2,0,3,0,0,2,0,0,0,0,8,4,0,0,4,4,31,209,223,2,8,1,8,0,11,3715,16,3,1,0,0,0,2,0,0
12,0,1,1,0,15,2,0,127,0,7,0,25,0,5,0,1,0,12,66,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,1,22,5,0,1,0,2,0,0,0,65,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,1,0,0,267,0,19,17,0,3,0,27,5,0,0,1,1,0,0,0,0,1,4,10,0,0,0,3,0,1,0,3,29,0,41,0,0,0,3,1,1,6,0,1,0,0,0,0,0,0,0,2,0,9,0,15,1,9,0,6,0,0,4,0,0,0,0,7,11,0,1,1,14,47,503,148,4,3,2,13,1,1,2360,26,0,0,0,0,0,1,1,0
4,0,1,0,0,0,2,0,182,0,3,0,8,0,0,1,0,0,4,33,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,2,13,3,1,3,0,1,0,0,2,76,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,282,0,10,20,1,9,0,5,9,0,0,0,0,0,1,0,0,9,26,14,0,0,0,3,0,0,0,2,30,0,21,0,0,0,0,3,0,2,0,1,0,0,0,0,1,1,0,2,0,5,2,25,0,5,0,4,0,0,2,0,0,0,0,5,6,0,1,6,5,30,245,235,2,6,1,9,0,5,3450,27,6,0,0,0,0,2,0,0
6,0,0,0,1,13,3,0,141,0,6,0,21,0,4,0,0,0,3,55,0,0,0,0,0,2,0,3,0,0,6,0,1,0,1,3,15,3,0,1,0,6,0,0,1,73,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,288,0,16,15,0,4,0,14,4,0,0,0,3,0,1,0,0,1,3,7,0,1,0,0,0,0,0,1,18,0,46,0,0,1,2,0,1,8,0,0,0,0,0,0,0,3,0,2,0,3,0,11,1,3,0,3,0,0,1,0,0,0,0,8,7,0,0,7,15,45,454,136,3,3,0,8,0,3,2389,25,0,0,0,0,0,2,1,0
3,0,1,0,0,0,3,0,181,0,1,0,5,0,0,1,0,0,1,33,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,20,4,0,2,0,3,0,0,4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,300,1,11,20,0,13,0,27,16,1,0,0,0,0,2,0,0,3,11,12,1,1,0,4,0,0,1,1,41,0,14,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0,2,0,33,0,3,0,5,0,1,1,0,0,0,0,8,5,0,1,4,8,34,236,207,2,5,1,5,0,4,3059,30,5,1,1,0,0,1,0,0
8,0,1,0,0,9,2,0,137,0,5,0,25,0,6,0,0,1,8,46,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,2,11,4,0,3,0,5,0,0,1,62,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,295,0,14,17,0,3,0,16,7,0,1,0,5,0,0,0,0,1,6,6,2,0,0,1,0,0,0,4,11,0,45,0,0,0,0,2,1,4,0,0,0,0,0,0,0,2,0,5,0,3,0,13,0,4,0,2,0,0,1,1,0,0,1,1,10,0,0,6,14,41,481,135,3,3,2,6,0,2,2331,22,1,0,0,1,0,0,0,0
2,0,0,0,0,1,0,0,195,0,3,0,5,0,2,0,0,0,3,23,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,15,5,3,1,0,2,0,0,3,85,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,267,0,8,21,0,7,0,23,6,0,0,0,0,0,2,0,0,10,18,13,1,0,0,3,0,0,0,2,30,1,16,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,26,1,3,0,9,0,0,0,0,0,0,0,3,3,0,1,7,8,28,221,244,0,4,1,8,0,8,3067,34,4,0,0,0,0,2,2,0
2,0,0,2,0,1,2,0,204,0,2,0,7,0,2,0,0,0,2,24,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,4,27,2,2,1,0,6,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,284,1,11,16,0,12,0,22,15,0,0,0,1,0,1,1,0,8,17,15,1,1,0,2,0,0,0,1,39,0,17,0,0,0,2,2,0,1,0,0,0,1,0,1,0,1,0,2,0,4,0,46,1,2,0,8,0,0,2,0,0,0,0,9,8,0,0,3,10,32,248,231,3,3,3,6,0,5,2950,28,2,0,0,0,0,2,0,0
12,0,1,0,2,11,2,1,138,0,4,0,31,0,12,0,0,0,2,77,0,1,0,0,0,4,0,2,0,0,7,0,1,0,0,1,12,5,0,0,0,2,0,0,2,68,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,313,0,15,22,0,2,0,24,3,0,0,0,1,0,1,0,0,2,1,6,0,0,0,3,0,0,0,3,26,0,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0,3,0,18,0,9,1,10,0,0,1,0,0,0,1,8,6,0,1,4,13,40,492,133,2,1,1,13,0,5,2261,33,0,0,0,0,0,0,0,0
3,0,1,1,0,0,2,0,173,1,3,0,6,0,0,0,0,0,1,25,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,14,2,0,1,0,1,1,0,5,82,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,8,0,0,290,0,9,26,0,8,0,26,16,0,0,1,0,0,0,1,0,7,8,3,0,0,1,3,0,0,0,2,46,0,15,0,0,0,1,4,0,1,0,0,0,0,0,0,0,4,0,4,0,2,1,46,1,1,0,5,0,0,0,0,0,0,0,13,5,0,1,5,10,28,243,218,2,5,2,7,0,4,2937,42,1,0,1,0,0,1,0,0
9,0,0,0,1,10,1,0,132,0,5,0,20,0,5,0,0,0,7,59,0,0,0,0,0,4,0,1,1,0,7,0,0,0,0,0,16,5,1,0,0,7,0,0,1,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,326,0,16,16,0,3,0,25,5,0,0,0,3,0,1,1,0,0,2,7,0,1,0,1,0,0,0,4,11,0,46,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,4,1,16,0,8,1,2,0,0,1,0,0,0,0,1,6,0,0,6,13,44,482,127,2,3,0,2,0,8,2224,27,0,0,0,0,0,1,0,0
2,0,1,0,0,0,1,0,199,0,3,0,8,0,0,0,0,0,3,23,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,21,3,3,2,0,3,0,0,6,84,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,0,0,328,1,10,21,0,8,0,19,6,1,0,1,2,0,0,0,0,8,16,9,3,7,0,4,0,0,0,1,53,0,19,0,0,0,1,4,1,1,0,0,0,1,0,0,1,4,0,2,0,2,2,38,0,3,0,2,0,0,5,0,0,0,0,7,8,0,0,4,7,21,273,254,2,11,1,4,0,4,2815,23,3,0,0,0,0,2,0,0
5,0,1,0,0,11,1,0,131,0,2,0,27,0,8,0,0,0,8,55,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,1,2,0,0,3,0,0,1,55,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,341,0,15,26,1,1,0,26,4,0,0,0,2,0,2,1,0,2,0,2,0,2,0,3,0,1,0,5,21,0,42,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,2,0,3,2,10,1,5,1,4,0,0,1,0,0,0,2,7,4,0,4,5,20,42,499,98,3,3,2,12,0,2,2186,28,0,1,0,0,0,1,0,0
2,0,0,0,1,0,0,0,202,0,3,0,8,0,2,0,0,0,0,47,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,3,19,4,1,1,0,4,0,0,2,64,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,285,0,12,22,0,9,0,18,10,0,0,1,1,0,1,1,0,18,12,9,1,4,0,1,0,0,0,4,44,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,1,3,34,0,1,0,5,0,1,1,0,0,0,0,8,7,0,1,5,6,30,226,252,3,3,3,8,0,3,3002,28,11,0,0,0,0,1,1,0
0,0,0,0,1,2,5,0,268,0,3,0,2,0,8,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,34,17,2,7,0,1,0,0,0,21,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,3,1,0,0,19,0,11,10,0,1,0,125,1,0,0,0,4,0,3,2,0,0,0,3,1,0,0,0,0,0,0,0,49,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,3,0,9,0,0,2,0,0,0,0,2,5,0,2,1,9,10,398,106,0,21,5,3,0,1,417,71,1,1,0,0,0,2,0,0
1,0,0,0,0,1,1,0,201,0,1,0,8,1,0,0,0,0,3,26,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,17,6,0,3,0,2,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,2,1,0,0,247,0,15,20,0,7,0,17,12,0,0,0,1,0,0,0,0,11,7,17,0,2,0,3,0,0,0,1,24,0,21,0,0,0,0,5,2,1,0,1,0,1,0,0,0,1,0,5,0,1,1,18,0,0,0,5,0,0,2,1,0,0,0,7,4,0,0,6,3,33,223,245,1,8,2,14,2,8,3128,27,0,0,0,0,0,2,0,1
1,0,0,0,1,1,6,0,258,0,2,0,7,1,7,0,0,0,0,5,0,6,0,0,0,3,0,0,0,1,1,0,0,0,0,2,31,10,2,3,0,0,0,0,0,26,0,1,0,0,0,0,5,5,0,0,0,0,2,0,0,0,0,1,3,0,0,26,0,11,9,0,1,0,108,0,1,0,0,3,0,2,0,0,0,1,5,0,0,0,0,0,0,0,2,39,0,4,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,1,20,1,5,0,6,0,0,0,0,0,0,0,8,8,0,1,3,4,5,379,93,0,13,3,0,0,2,385,79,0,0,0,0,0,1,1,0
3,0,0,0,0,1,3,0,197,0,3,0,5,0,0,0,0,0,4,27,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,15,4,1,0,0,6,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,226,0,16,12,0,9,0,15,5,1,0,0,0,0,0,1,0,9,20,18,0,0,0,6,0,1,0,0,32,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,14,0,2,0,12,0,0,1,0,0,0,0,7,5,0,1,8,9,21,197,231,2,6,1,6,0,4,3040,27,5,0,0,0,0,0,0,0
2,0,0,0,0,0,4,1,281,0,1,0,6,0,5,0,0,0,0,6,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,34,10,3,3,0,0,0,0,3,27,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,1,3,0,0,29,1,14,13,0,3,0,118,1,1,0,0,5,0,2,1,0,1,0,4,0,0,0,1,0,1,0,0,29,0,4,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,4,0,3,0,0,1,0,1,0,1,1,12,0,0,2,6,9,334,86,3,8,6,0,0,5,397,79,0,0,0,0,0,0,0,0
2,0,1,0,0,1,0,0,208,0,4,0,6,0,0,0,0,1,4,23,0,1,0,0,0,5,0,0,1,0,1,1,0,1,0,0,10,4,0,1,0,2,0,0,3,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,239,1,14,16,0,9,0,23,12,0,0,0,0,0,0,0,0,7,22,15,0,0,0,2,0,0,0,1,28,0,20,0,0,0,0,2,1,1,0,2,0,0,0,0,0,2,0,2,0,2,1,21,0,1,0,4,0,0,1,0,0,0,0,7,3,0,0,2,9,39,223,229,3,6,0,8,0,6,3130,19,5,1,0,0,0,0,0,0
2,0,0,0,0,0,1,0,25,0,1,0,0,0,3,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,11,0,3,3,0,1,0,13,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,6,0,0,2,4,3,256,70,0,4,0,1,0,0,131,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,2,0,206,0,0,0,7,0,0,0,0,0,5,27,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,1,17,2,5,1,0,4,0,0,1,62,0,2,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,237,0,11,10,0,5,0,13,7,0,0,0,0,0,1,0,0,15,12,18,0,1,0,4,0,0,0,1,31,0,9,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,1,0,1,0,24,0,2,0,3,0,0,2,0,0,0,0,4,2,0,0,3,9,34,225,234,4,3,0,13,0,5,3330,25,2,0,0,0,0,2,0,0
0,0,0,0,0,0,1,0,21,1,1,0,2,1,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,5,0,0,0,8,0,0,0,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,6,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,3,0,3,0,0,0,0,0,0,0,1,6,0,0,2,3,4,289,119,0,8,2,0,0,1,136,4,0,0,0,0,0,2,0,0
1,0,0,0,1,0,1,0,223,0,3,0,5,0,0,1,0,0,3,17,1,1,0,0,0,4,0,0,0,0,1,0,1,0,0,3,25,7,0,1,0,0,0,0,2,69,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,200,1,10,15,0,5,0,21,13,0,0,1,0,0,1,0,0,16,10,8,0,0,0,3,0,0,1,3,40,1,14,0,0,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,1,1,30,1,5,0,6,0,0,0,0,1,0,0,4,4,0,1,2,10,36,242,214,5,3,0,9,0,7,3417,25,5,0,0,0,0,3,1,0
0,0,0,0,0,0,2,0,28,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,7,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,2,3,4,328,101,2,6,0,0,0,0,152,2,0,0,0,0,0,0,0,0
3,0,0,1,0,1,3,0,215,1,3,0,12,0,0,0,0,0,5,26,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,3,30,5,0,1,0,3,0,0,4,110,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,249,1,12,26,0,4,0,21,8,0,0,0,1,0,1,0,0,9,17,7,0,3,0,0,0,1,0,1,53,0,12,0,0,0,0,5,0,2,0,0,0,0,0,1,0,5,0,1,0,1,1,14,0,4,0,6,0,0,2,0,0,0,0,10,6,0,0,1,12,34,155,329,3,10,0,5,0,8,3780,28,6,0,0,0,0,3,0,0
1,0,0,1,0,0,1,0,40,1,3,0,4,0,5,0,0,0,0,6,0,2,0,0,0,3,1,0,1,0,2,0,0,0,0,0,5,5,4,1,0,0,0,0,1,10,0,1,0,0,0,0,4,1,2,1,0,0,3,0,1,0,0,5,2,0,0,19,0,6,8,0,0,0,53,0,0,0,1,3,0,7,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,0,6,0,0,3,0,0,0,0,7,10,0,1,2,0,17,398,100,0,8,9,2,1,0,331,13,0,0,0,0,0,2,0,0
6,0,0,1,0,0,3,0,221,0,3,0,9,0,0,1,0,0,4,24,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,1,29,6,0,1,0,4,0,0,6,103,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,256,1,6,29,1,5,1,15,6,0,1,1,1,0,0,0,0,3,15,1,0,0,0,1,0,0,0,2,62,0,20,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,2,0,10,0,14,0,1,0,4,0,0,0,0,0,0,0,9,7,0,1,5,6,44,117,367,1,8,1,15,1,11,3879,30,4,0,0,0,0,1,0,1
1,0,0,1,1,1,2,0,39,1,6,0,4,0,4,0,0,0,0,16,0,2,0,0,0,8,0,0,2,0,3,0,0,0,0,1,4,2,2,1,0,2,0,0,0,14,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,32,0,6,9,0,1,0,42,0,0,0,2,2,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0,5,0,3,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,3,0,0,1,0,0,0,0,6,11,0,1,3,0,17,366,107,0,11,8,4,0,1,280,7,0,0,0,0,0,2,0,0
5,0,1,0,2,1,3,0,212,1,1,0,14,0,0,0,0,0,9,26,0,0,0,0,0,5,0,0,0,1,1,0,0,2,0,3,11,5,1,0,0,2,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,200,0,10,30,1,2,1,20,4,0,1,0,1,0,1,0,0,4,9,6,0,0,0,3,0,0,0,5,58,0,36,0,0,0,1,2,0,1,0,2,1,0,0,0,1,0,0,3,0,2,0,13,2,5,0,3,0,0,1,0,0,0,0,5,4,0,1,1,10,30,114,355,3,8,2,18,2,5,3991,33,7,0,0,0,0,1,0,0
2,0,0,0,0,1,5,0,44,0,2,0,3,0,3,0,0,0,0,4,0,3,0,0,1,6,0,0,2,0,1,0,0,0,0,0,5,1,2,0,0,0,0,0,0,19,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,2,1,0,0,22,0,7,5,0,1,0,34,1,0,0,0,9,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,8,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,2,0,1,2,0,0,0,0,2,10,0,0,2,4,11,343,103,0,17,11,0,0,1,285,8,1,0,0,0,0,1,0,0
7,0,0,0,0,0,4,0,215,1,2,0,12,0,0,0,0,0,3,32,1,2,0,0,0,7,1,0,0,0,0,0,1,0,0,0,24,4,4,2,0,2,0,0,8,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,222,1,10,23,1,5,1,17,4,0,0,0,2,0,0,1,0,3,9,11,1,1,0,2,0,0,0,4,57,0,33,0,0,0,1,3,0,0,0,0,0,1,0,0,0,3,0,4,0,5,1,17,0,2,0,3,0,0,1,0,0,0,0,7,3,0,0,6,6,46,131,334,1,5,4,13,0,9,3504,25,2,0,0,0,0,1,0,0
5,0,2,0,0,0,3,1,133,1,4,0,15,0,0,0,0,0,5,46,0,1,0,0,0,4,0,0,0,0,3,0,0,1,0,0,20,7,1,1,0,1,0,0,4,109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,176,2,7,37,1,4,2,40,1,0,0,2,0,0,0,2,0,2,9,10,1,2,0,3,0,2,0,4,82,0,22,1,0,0,0,4,0,1,0,1,0,0,0,0,0,3,0,6,0,5,2,15,0,2,0,3,0,0,3,0,0,0,0,8,12,0,0,4,24,39,117,325,0,11,0,16,1,5,2623,39,7,0,0,0,0,1,1,0
