pid,Amoeba,Bacteriastrum,Chaetoceros,Ciliophora,Copepod_nauplii,Cryptophyta,Cylindrotheca,Dictyocha,Dinophyceae,Dinophyceae_morphotype3,Eutintinnus,Gonyaulax,Guinardia_striata,Gyrodinium,Katodinium_or_Torodinium,Laboea_strobila,Leptocylindrus_mediterraneus,Oxytoxum,Phaeocystis,Pleuronema,Pronoctiluca,Proterythropsis,Protoperidinium,Pseliodinium,Pseudo-nitzschia,Rhizosolenia,Strombidium_inclinatum,Strombidium_morphotype1,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Tiarina_fusus,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Warnowia,bead,bubble,coccolithophorid,colony,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,nanoplankton_mix,pennate,seta
D20210509T010236_IFCB102,0,0,1,6,0,13,1,5,206,689,2,0,0,1,13,0,0,0,17,0,0,0,0,0,37,0,0,2,0,2,32,0,0,0,0,0,0,5,0,27,32,231,0,2,0,9,4134,106,2
D20210509T012656_IFCB102,3,5,4,8,0,11,0,10,191,708,2,0,2,3,15,0,1,1,15,0,0,0,0,0,35,1,0,1,3,4,32,0,0,0,0,1,0,5,2,27,38,266,1,0,2,14,4265,97,2
D20210509T015115_IFCB102,0,4,3,2,1,10,3,7,177,657,1,0,1,0,10,0,0,0,14,0,0,0,0,0,31,1,0,2,1,1,29,0,1,0,0,1,0,0,0,25,45,259,0,1,0,11,4305,143,0
D20210509T021535_IFCB102,0,1,3,4,0,14,0,5,133,517,1,0,0,0,3,0,2,1,17,0,0,0,1,0,22,2,0,1,0,2,23,0,0,0,1,0,0,2,0,18,36,240,0,2,0,15,4730,144,0
D20210509T023955_IFCB102,1,2,1,3,0,7,0,3,106,421,1,0,1,2,2,0,2,0,14,0,0,0,1,0,19,0,0,0,0,1,24,0,0,0,0,0,0,3,0,19,33,222,0,1,0,3,5104,201,1
D20210509T030414_IFCB102,1,0,1,1,0,7,0,4,50,336,1,0,1,0,4,0,0,0,8,0,0,0,0,0,9,0,0,0,1,0,11,0,0,1,0,0,0,2,1,17,39,223,0,1,0,9,5092,217,0
D20210509T032836_IFCB102,3,1,0,3,0,8,0,7,44,315,0,0,1,0,3,0,1,0,16,0,0,0,0,0,8,1,0,0,0,2,10,0,0,0,0,0,0,1,0,10,42,204,0,3,1,4,5116,208,2
D20210509T035255_IFCB102,0,1,3,1,0,9,0,7,54,328,0,0,4,0,1,0,0,0,8,0,0,0,0,0,19,1,0,0,0,1,13,0,0,0,0,0,0,2,1,11,40,212,0,0,1,14,5132,181,1
D20210509T041716_IFCB102,0,1,5,0,0,5,0,3,80,356,0,0,1,0,0,0,0,0,11,0,0,0,0,0,28,1,0,0,0,1,14,0,0,0,0,1,0,1,0,11,41,187,0,3,0,8,5042,165,0
D20210509T044137_IFCB102,0,1,1,0,0,8,1,7,54,317,0,0,1,1,3,0,0,0,15,0,0,0,0,0,35,1,0,1,0,1,17,0,1,0,0,0,0,6,0,11,53,208,0,1,0,10,5027,172,1
D20210509T050558_IFCB102,1,0,2,6,0,10,1,6,55,341,1,0,0,0,1,1,0,0,12,0,0,0,0,0,22,2,0,0,0,1,7,0,0,0,0,1,0,6,0,13,44,239,1,1,0,13,4987,174,1
D20210509T060057_IFCB102,1,0,0,2,0,3,0,3,41,278,1,0,0,1,2,0,0,0,7,0,0,0,0,0,28,2,0,0,0,2,12,0,0,0,0,0,0,10,1,18,40,208,0,2,0,14,4387,179,2
D20210509T062516_IFCB102,0,2,2,2,0,7,1,7,43,337,0,0,1,0,2,0,0,0,5,0,0,0,0,0,18,0,0,0,0,1,12,0,0,0,0,0,0,16,0,11,54,219,0,1,1,6,4458,234,0
D20210509T064935_IFCB102,1,0,2,4,0,12,3,4,72,422,2,0,0,0,4,0,0,0,10,1,0,0,0,0,29,0,1,1,0,2,22,0,0,0,0,0,0,4,0,21,49,227,0,0,0,14,4331,180,0
D20210509T071355_IFCB102,1,0,1,3,0,11,0,7,100,422,1,0,1,3,4,0,0,0,14,0,0,0,0,0,60,0,0,0,0,2,20,0,0,0,0,1,0,2,0,28,31,253,0,1,0,7,4166,179,1
D20210509T073814_IFCB102,1,2,3,4,0,14,1,2,108,394,2,0,1,2,5,1,1,0,13,0,1,0,0,0,52,0,0,0,0,1,24,0,0,1,0,1,0,8,0,30,37,260,0,1,0,2,4286,129,1
D20210509T080234_IFCB102,2,5,7,6,0,13,1,8,159,435,0,2,1,4,8,1,1,0,19,1,0,0,0,0,97,6,0,1,2,7,34,0,0,0,0,2,0,26,1,32,54,384,1,5,1,17,3935,194,3
D20210509T082653_IFCB102,1,2,1,4,1,6,1,6,118,431,1,0,0,1,9,0,1,0,3,0,0,0,0,0,66,0,0,0,0,3,30,0,0,0,0,0,0,3,1,17,26,255,0,2,1,12,3866,119,4
D20210509T085111_IFCB102,0,3,1,1,0,15,1,5,150,422,0,2,3,1,11,0,1,0,12,0,0,0,0,0,42,2,0,0,0,2,34,0,0,0,1,1,0,6,0,29,29,214,0,3,0,10,3955,118,1
D20210509T091530_IFCB102,1,5,1,3,0,14,0,6,134,429,5,0,0,1,7,0,0,0,17,0,0,0,2,0,21,1,0,1,2,2,41,0,0,0,1,1,1,18,1,30,39,264,1,2,1,15,4048,117,2
D20210509T093948_IFCB102,0,4,4,5,0,12,1,11,139,432,3,0,0,2,6,0,0,0,11,0,1,0,1,0,25,1,0,1,0,2,34,0,0,0,0,2,0,15,1,37,37,238,1,1,0,9,4224,111,0
D20210509T100406_IFCB102,4,3,1,1,0,9,0,7,122,394,3,0,5,2,3,0,0,0,12,0,0,0,0,0,17,2,0,0,0,2,22,0,0,0,0,0,0,13,1,31,32,216,0,1,1,10,4487,89,2
D20210509T102826_IFCB102,2,0,1,3,0,11,0,4,110,389,0,0,1,1,9,0,1,0,10,0,0,0,0,0,10,0,0,0,1,3,30,0,0,0,0,0,0,7,1,20,37,242,0,3,2,9,4800,112,0
D20210509T105244_IFCB102,0,0,3,3,0,8,0,9,79,292,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,1,0,0,0,2,16,0,0,0,0,1,0,3,0,14,51,201,0,1,0,11,4759,119,0
D20210509T111703_IFCB102,1,4,2,4,0,17,2,4,123,493,0,1,2,1,9,0,0,0,16,0,0,0,2,0,13,3,0,1,0,2,32,0,0,0,0,1,0,15,1,21,46,215,0,2,0,4,4417,113,0
D20210509T114122_IFCB102,1,4,3,6,0,14,0,10,139,489,3,0,1,0,9,0,0,0,5,0,1,0,0,0,8,0,0,0,0,2,38,0,0,0,0,2,0,16,0,20,20,214,0,0,2,6,4234,106,1
D20210509T120540_IFCB102,0,2,3,4,0,13,0,5,143,450,0,2,2,1,6,0,0,2,13,0,0,1,1,0,13,1,0,0,1,2,29,0,0,0,0,1,0,8,0,53,46,241,0,2,0,10,4431,138,0
D20210509T122959_IFCB102,1,2,6,5,0,9,0,6,88,462,0,1,2,1,1,0,1,1,6,0,1,0,0,0,11,0,0,0,0,3,18,0,0,0,0,0,0,11,0,23,33,168,0,2,0,11,4870,144,0
D20210509T125418_IFCB102,2,2,2,0,0,11,0,12,62,478,0,0,0,1,7,0,2,0,22,0,0,0,1,0,5,1,0,0,0,6,17,0,0,0,0,0,1,16,0,11,34,186,1,1,0,4,4944,147,1
D20210509T131837_IFCB102,1,0,4,5,0,10,0,12,64,477,1,0,1,0,4,0,0,0,21,0,0,0,0,0,7,1,0,0,0,1,10,0,0,0,0,0,0,5,0,14,67,214,0,3,0,10,5072,140,1
D20210509T134256_IFCB102,1,1,0,1,1,10,3,7,73,437,2,0,0,2,2,0,0,0,17,0,0,0,1,0,9,2,0,0,0,2,12,0,0,0,0,0,0,7,1,12,45,211,0,2,0,9,4975,159,1
D20210509T140715_IFCB102,1,2,1,2,0,8,1,10,99,471,1,0,0,0,3,0,0,0,20,2,0,0,0,0,8,1,0,0,0,3,14,0,0,0,0,0,0,5,0,18,48,225,1,2,0,6,5232,155,1
D20210509T143134_IFCB102,4,1,6,4,0,11,0,10,111,469,2,1,0,0,4,0,1,1,12,0,0,1,1,0,10,1,0,0,1,4,16,0,0,0,2,0,0,10,1,16,38,191,0,6,2,7,5227,196,0
D20210509T145552_IFCB102,1,1,2,2,0,4,0,7,105,403,0,0,0,1,4,0,0,1,13,0,0,0,0,0,9,2,0,0,1,4,21,0,0,0,0,1,0,7,1,14,32,191,0,3,1,7,5267,184,0
D20210509T152011_IFCB102,1,1,0,0,1,14,0,8,97,396,1,0,0,1,4,0,0,0,22,0,0,0,0,0,12,1,0,0,2,1,14,0,0,0,0,0,0,1,0,18,39,192,0,0,0,6,5502,166,1
D20210509T154429_IFCB102,0,1,2,3,0,11,1,6,74,419,0,1,1,0,1,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,0,4,0,20,34,179,2,1,0,10,5447,185,1
D20210509T160848_IFCB102,0,1,1,2,0,9,1,9,83,350,1,0,0,0,3,0,0,0,15,0,0,0,0,0,6,2,0,1,0,1,19,0,0,0,0,1,0,12,1,16,36,198,1,1,1,7,5525,180,1
D20210509T163306_IFCB102,2,1,2,2,0,7,1,6,75,362,1,0,1,1,5,0,0,0,8,0,0,0,0,0,11,2,0,0,0,4,14,0,0,0,1,0,0,13,0,14,33,160,0,0,0,6,5449,171,0
D20210509T165725_IFCB102,1,0,0,6,0,2,0,3,67,327,2,0,2,2,6,0,0,0,6,0,0,0,0,0,8,1,0,0,0,2,13,0,0,0,0,0,0,7,2,7,48,175,1,2,0,6,5447,169,1
D20210509T172145_IFCB102,0,0,2,0,0,3,0,2,71,298,0,0,1,0,2,0,1,0,10,0,0,0,0,0,14,0,0,0,0,2,10,0,0,0,0,0,0,1,0,17,48,153,0,0,0,4,5453,182,3
D20210509T174603_IFCB102,0,0,1,2,0,5,0,6,80,270,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,0,1,0,2,0,11,39,145,1,3,1,2,5467,152,0
D20210509T181023_IFCB102,0,0,2,2,0,7,0,2,44,270,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,1,0,9,32,146,0,2,0,7,5616,131,0
D20210509T183442_IFCB102,0,0,0,1,0,10,0,4,52,233,0,0,0,1,3,0,0,1,6,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,7,1,9,37,132,0,1,2,8,5869,151,0
D20210509T185900_IFCB102,0,0,0,0,1,10,1,4,67,239,0,0,0,0,3,0,0,0,10,0,0,0,0,0,6,1,0,0,0,3,13,0,0,1,0,1,0,5,0,7,50,136,0,1,1,8,5803,134,2
D20210509T192320_IFCB102,0,0,0,1,0,6,0,4,62,257,0,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,0,0,3,10,0,0,0,0,0,0,6,0,10,44,153,1,1,3,8,6032,136,1
D20210509T194740_IFCB102,0,0,2,2,0,12,2,6,69,259,0,0,0,1,5,0,0,1,8,0,0,0,0,0,3,1,0,0,0,1,7,0,0,0,0,1,0,1,1,13,46,144,0,0,1,9,5877,155,0
D20210509T201158_IFCB102,1,1,3,1,0,6,0,2,74,280,0,0,1,0,1,0,0,0,9,0,0,0,0,0,7,1,0,0,0,1,5,0,0,0,0,0,0,1,0,7,44,163,0,0,0,3,5556,144,0
D20210509T203617_IFCB102,2,0,1,2,0,13,1,4,48,311,0,1,1,0,3,0,0,0,10,0,0,0,0,0,8,1,0,0,0,1,10,0,0,0,0,0,0,7,1,9,40,147,0,2,0,4,6030,102,1
D20210509T210035_IFCB102,0,0,2,1,0,6,0,4,25,199,0,0,0,0,2,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,1,1,11,33,137,0,0,0,3,5828,161,0
D20210509T212455_IFCB102,1,0,1,0,0,6,0,1,24,173,0,0,0,1,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,1,0,3,0,6,25,112,0,1,2,8,5826,145,0
D20210509T214914_IFCB102,1,1,0,0,1,4,1,3,33,189,0,0,1,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,2,4,0,0,0,0,0,0,3,1,2,26,124,0,1,1,6,5824,154,0
D20210509T221333_IFCB102,1,0,0,0,0,5,0,2,33,184,0,1,0,0,3,0,0,0,8,1,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,2,0,12,21,174,0,1,0,8,5643,189,0
D20210509T223752_IFCB102,1,0,0,1,0,3,1,7,32,196,0,0,0,0,1,0,0,0,7,0,0,0,0,0,4,0,0,0,0,1,5,0,0,0,0,1,0,1,1,5,37,134,0,0,2,5,5703,165,0
D20210509T230211_IFCB102,0,0,1,0,0,4,0,5,33,210,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,3,1,11,34,143,0,1,2,4,5624,156,0
D20210509T232630_IFCB102,1,0,2,3,0,6,1,6,29,207,0,0,0,1,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,2,6,0,0,0,0,0,0,1,2,9,30,161,0,1,0,5,5626,168,0
D20210509T235048_IFCB102,0,0,0,1,0,3,1,12,43,224,0,0,0,0,3,0,0,0,15,0,0,0,0,0,4,0,0,0,0,1,6,0,0,0,0,0,0,0,0,11,32,176,0,1,0,11,5557,182,0
D20210510T001507_IFCB102,0,0,2,2,1,5,2,5,45,276,0,0,1,0,4,0,1,0,14,0,0,0,0,0,15,2,0,0,0,1,15,0,0,0,0,0,0,3,0,10,26,169,0,2,0,7,5473,178,0
D20210510T003928_IFCB102,0,1,1,0,0,7,0,6,36,350,0,0,0,0,2,0,0,0,14,0,0,0,0,0,18,1,0,0,0,0,12,0,0,0,0,0,0,2,1,9,20,179,0,0,0,4,5117,171,1
D20210510T010346_IFCB102,0,1,1,2,0,9,5,10,46,332,0,2,2,1,2,0,0,0,9,0,0,0,0,0,26,2,0,0,0,1,16,0,1,0,0,1,0,2,1,12,22,181,0,1,0,10,5364,169,0
D20210510T012806_IFCB102,1,0,2,2,0,6,9,6,66,381,0,2,2,0,2,0,0,0,12,0,0,0,0,0,21,0,0,0,0,2,17,0,0,0,0,1,0,2,1,17,36,206,0,5,1,6,5113,123,0
D20210510T015226_IFCB102,3,0,2,6,0,12,8,4,93,457,1,0,1,0,4,0,0,0,8,0,0,0,0,0,30,1,0,0,0,1,31,0,0,0,0,0,0,0,0,17,26,223,0,0,3,13,4812,148,0
D20210510T024725_IFCB102,5,1,0,1,0,8,10,8,68,412,2,0,1,1,6,0,1,1,13,0,0,0,0,0,36,0,0,0,0,4,26,0,0,0,0,0,0,0,1,21,35,297,0,2,1,12,4107,184,1
D20210510T031146_IFCB102,3,0,2,4,0,6,6,7,68,422,0,0,2,0,4,0,0,1,11,0,0,1,1,0,29,2,0,0,0,1,34,1,0,0,0,1,0,10,0,16,38,290,0,1,0,8,4526,169,2
D20210510T033607_IFCB102,0,0,1,5,2,3,5,7,68,450,2,0,1,0,3,0,0,0,14,0,0,0,0,0,21,2,0,0,0,3,29,0,0,0,1,1,0,3,0,11,45,280,1,2,1,6,4586,153,0
D20210510T040028_IFCB102,1,0,3,1,0,9,8,7,77,432,0,0,4,0,0,0,0,0,5,0,0,0,0,0,19,1,0,0,1,4,27,1,0,0,1,1,0,3,0,14,38,248,0,1,3,5,4482,153,2
D20210510T042449_IFCB102,0,0,3,3,0,4,7,11,83,485,2,1,0,0,5,0,0,0,6,0,0,0,0,0,16,2,0,1,0,0,24,0,0,0,0,0,0,14,0,15,30,250,0,0,1,8,4387,129,0
D20210510T044910_IFCB102,2,1,0,5,0,8,9,11,106,492,1,1,0,3,2,0,1,0,7,0,0,0,0,0,22,2,0,0,1,3,24,0,0,0,0,0,0,3,1,16,34,248,0,2,0,13,4258,127,1
D20210510T051331_IFCB102,3,3,4,6,0,9,15,4,87,594,1,1,1,0,5,0,2,1,8,0,1,0,0,0,36,3,0,0,0,1,40,0,0,1,0,2,0,15,0,16,27,238,0,1,1,6,4173,121,1
D20210510T053751_IFCB102,1,3,3,5,0,14,16,1,94,570,2,2,1,0,2,0,2,1,10,0,0,0,0,0,19,1,0,0,0,2,30,0,0,0,1,2,0,9,0,14,34,275,0,0,1,11,4025,101,0
D20210510T060212_IFCB102,1,0,1,7,0,7,13,11,124,587,1,1,0,1,3,0,4,1,14,0,0,0,0,0,32,3,0,0,2,1,34,0,0,0,0,5,0,2,0,23,31,253,0,2,0,12,4069,116,0
D20210510T062633_IFCB102,4,3,0,6,0,7,13,6,111,588,1,3,0,1,6,0,4,0,1,0,0,0,0,0,31,3,0,0,1,8,27,0,0,0,0,2,0,12,1,23,36,269,0,0,0,4,3862,102,0
D20210510T065054_IFCB102,6,4,4,6,0,15,23,4,156,532,0,1,2,2,7,0,9,0,5,0,0,0,0,0,32,4,0,0,0,1,39,0,1,0,0,4,0,12,0,22,28,285,0,1,2,5,3852,120,0
D20210510T071515_IFCB102,1,7,6,2,0,11,24,5,135,582,0,1,1,0,8,0,6,0,5,0,0,1,0,0,32,4,0,1,1,1,39,0,0,0,0,1,0,4,0,25,34,300,0,1,2,8,3675,97,0
D20210510T073936_IFCB102,0,8,7,7,0,15,28,5,149,573,2,0,2,0,3,0,7,0,6,0,0,0,0,1,71,1,0,0,1,5,50,0,0,0,0,4,0,6,1,25,18,343,0,3,0,13,3623,117,3
D20210510T080356_IFCB102,0,5,4,10,0,16,36,10,205,604,0,2,2,2,10,0,13,0,9,0,0,1,1,1,77,1,0,0,0,8,59,0,0,0,0,1,0,19,0,37,30,365,0,2,1,2,3389,121,1
D20210510T082817_IFCB102,1,8,5,9,0,9,34,7,212,608,2,1,0,2,12,0,2,0,14,1,0,0,2,0,80,1,0,1,4,8,66,0,0,0,0,3,0,1,1,57,34,377,1,3,0,6,3345,131,1
D20210510T085238_IFCB102,0,10,5,10,0,10,37,7,173,542,0,0,0,2,9,0,15,0,12,0,0,0,0,0,100,1,0,0,0,7,55,0,0,0,0,2,0,7,2,33,36,384,1,0,1,8,3435,136,0
D20210510T091659_IFCB102,4,9,5,6,0,13,24,5,154,510,1,0,0,0,11,0,21,0,10,0,0,0,1,1,85,3,0,0,2,12,44,0,0,0,0,0,0,8,0,35,49,390,0,3,1,5,3436,144,0
D20210510T094119_IFCB102,1,15,10,6,0,12,14,15,215,383,0,3,3,0,3,0,38,1,17,1,0,0,0,0,117,6,0,0,2,4,59,0,1,0,0,11,0,11,1,39,50,392,0,6,0,7,3251,174,4
D20210510T100540_IFCB102,2,15,7,3,0,16,14,8,159,324,2,4,5,0,4,0,41,0,11,0,0,0,1,0,122,4,0,0,1,6,62,0,2,0,0,5,0,4,1,53,36,375,0,0,0,10,3518,149,6
D20210510T103001_IFCB102,1,24,11,2,0,16,13,6,148,331,0,0,0,0,5,0,41,0,15,1,0,0,0,0,117,6,0,0,0,9,76,0,0,0,0,8,0,13,0,41,53,437,0,1,0,11,3631,148,2
D20210510T105422_IFCB102,0,6,5,5,0,13,20,7,147,332,1,1,2,0,9,0,36,0,10,0,0,0,0,0,106,5,0,0,0,6,77,0,0,0,0,9,0,17,1,27,54,360,1,2,1,12,3781,130,2
D20210510T111842_IFCB102,1,17,8,5,0,16,13,7,128,393,1,0,3,0,7,0,34,0,7,0,1,1,0,0,78,2,0,0,1,5,69,1,1,0,0,3,0,17,0,38,46,338,0,2,1,14,3705,121,1
D20210510T114303_IFCB102,0,8,4,5,0,28,18,6,148,465,1,2,7,1,5,0,20,1,9,0,0,0,0,0,99,5,0,0,2,5,59,0,1,0,0,5,0,7,0,39,43,363,0,1,1,19,3951,111,1
D20210510T120724_IFCB102,4,14,2,2,0,28,24,10,115,388,2,1,4,2,2,0,32,0,14,0,0,0,0,0,90,4,0,0,1,6,71,0,1,0,0,4,0,1,0,43,39,422,0,1,2,24,4412,110,1
D20210510T123145_IFCB102,1,7,2,3,0,24,16,4,115,456,2,0,3,1,6,0,21,0,12,0,0,0,1,0,84,0,0,0,3,7,64,0,0,1,0,3,0,3,1,48,48,353,0,3,2,21,4196,97,1
D20210510T125605_IFCB102,1,5,5,5,0,31,24,6,125,432,1,1,1,3,3,0,14,1,13,0,0,0,0,0,84,5,0,0,2,5,46,0,0,0,0,0,0,6,0,43,52,322,0,2,0,17,4567,124,1
D20210510T132026_IFCB102,3,13,5,6,1,23,10,2,128,449,0,1,0,1,3,0,15,2,18,0,0,0,0,0,79,3,0,0,3,8,57,0,0,0,0,4,0,9,1,35,45,344,0,4,0,23,4555,121,1
D20210510T134447_IFCB102,1,23,5,7,1,23,9,9,135,427,1,1,4,0,6,0,25,0,29,0,0,0,0,0,119,1,0,0,2,7,86,0,0,0,0,1,1,10,0,43,55,346,0,5,1,25,4068,139,3
D20210510T140908_IFCB102,3,32,7,2,1,22,10,10,164,354,1,1,1,2,7,0,35,0,42,0,0,0,1,1,190,7,0,0,0,4,55,0,1,0,0,5,0,8,0,27,43,372,0,1,1,23,3057,152,5
D20210510T143328_IFCB102,1,46,25,6,0,29,6,9,198,349,1,0,1,5,13,0,25,0,41,0,0,0,1,0,220,12,0,0,0,7,75,0,1,0,0,6,0,7,0,33,37,404,0,3,0,27,3212,150,5
D20210510T145749_IFCB102,3,33,14,3,0,27,5,10,175,347,1,0,3,1,12,0,28,1,47,0,0,1,0,1,235,8,0,0,0,7,67,0,1,1,0,6,0,2,1,33,61,359,0,3,0,26,3169,153,8
D20210510T152210_IFCB102,3,48,12,4,1,22,6,10,231,359,2,2,5,8,13,0,37,0,44,0,0,0,0,0,254,8,0,0,3,6,67,0,0,0,0,13,0,1,0,44,45,396,1,1,0,23,3054,177,3
D20210510T154631_IFCB102,6,42,24,4,1,24,15,14,206,266,3,0,3,2,14,0,34,0,42,0,0,0,0,0,318,13,0,0,2,10,77,0,0,0,1,14,0,6,1,56,63,762,0,3,3,33,3128,212,5
D20210510T161051_IFCB102,4,31,15,6,0,21,8,7,220,324,0,1,2,2,11,0,43,1,24,0,0,0,0,0,230,10,0,1,3,9,79,0,0,1,1,12,0,2,0,43,39,384,0,3,0,25,3157,141,7
D20210510T163512_IFCB102,7,24,15,4,0,34,31,11,187,352,1,1,0,0,4,0,31,0,27,0,0,0,0,0,238,8,0,0,1,12,89,0,0,1,0,14,0,8,1,58,71,555,0,4,0,29,3923,149,9
D20210510T165933_IFCB102,1,11,13,9,0,27,25,6,154,631,2,0,3,3,10,0,25,1,16,0,0,0,0,0,113,2,0,0,0,4,75,0,0,0,0,4,0,7,1,36,63,393,0,2,0,23,4242,97,2
D20210510T172353_IFCB102,3,3,5,8,0,20,16,6,141,694,0,1,1,0,5,0,23,0,15,0,1,0,2,0,73,2,0,1,1,3,36,0,0,0,0,8,0,3,0,30,65,402,0,3,4,23,4383,117,2
D20210510T174815_IFCB102,3,11,11,5,0,18,27,11,131,634,2,1,3,3,10,0,50,1,16,0,0,0,0,0,97,4,0,0,1,6,57,0,0,0,0,7,0,6,0,33,47,392,0,1,0,31,3496,93,3
D20210510T181235_IFCB102,1,9,4,3,0,22,14,4,119,530,1,1,2,1,6,0,20,1,19,0,0,0,0,0,87,5,0,0,0,4,59,0,0,0,0,2,0,3,1,42,53,407,0,0,1,31,4688,126,2
D20210510T183656_IFCB102,1,2,7,5,0,21,31,3,150,684,0,0,1,2,4,0,4,2,15,0,0,0,0,0,84,2,0,0,1,6,66,0,0,0,0,2,0,12,0,39,40,304,0,2,0,24,4600,80,1
D20210510T190117_IFCB102,2,8,8,9,0,17,31,5,155,627,1,0,5,3,3,0,4,0,4,0,0,0,0,0,119,2,0,0,1,7,57,0,0,0,0,3,0,4,0,40,54,402,0,3,1,29,4602,119,1
D20210510T192538_IFCB102,4,0,6,4,0,16,18,6,115,489,1,0,1,1,5,0,2,1,12,0,1,0,0,0,64,4,0,0,2,4,53,0,1,0,0,3,0,6,1,41,44,349,1,0,0,22,5259,100,0
D20210510T194959_IFCB102,1,5,4,2,1,13,9,6,99,425,1,1,0,0,6,0,1,0,3,0,0,0,0,0,53,3,0,0,2,3,48,0,0,0,0,4,0,5,0,30,44,309,0,4,0,22,5306,72,2
D20210510T201420_IFCB102,2,5,6,4,1,30,14,7,154,491,0,0,0,0,9,0,5,1,9,0,0,0,1,0,72,4,0,0,2,4,47,0,0,0,0,6,0,9,1,25,42,355,0,5,0,31,4949,100,3
D20210510T203841_IFCB102,6,4,8,3,0,28,19,2,140,584,0,0,3,2,4,0,8,0,17,0,0,0,0,0,72,4,0,0,7,7,54,0,0,0,0,5,0,7,1,40,33,354,0,2,1,22,4459,87,3
D20210510T210301_IFCB102,1,6,4,8,1,16,21,5,122,682,2,1,0,1,4,0,0,0,12,0,0,0,0,0,53,1,0,0,2,6,60,0,1,0,0,2,0,5,1,21,30,380,0,4,2,30,4629,104,1
D20210510T212722_IFCB102,0,5,8,5,0,16,6,8,142,571,2,0,0,0,8,0,4,0,6,0,0,0,0,0,52,3,0,0,3,6,61,0,0,0,0,1,0,7,1,33,38,315,0,1,1,19,3721,91,2
D20210510T215143_IFCB102,1,2,5,0,0,12,10,4,122,486,1,1,2,0,10,0,5,0,13,0,0,0,0,0,49,2,0,0,1,4,50,0,1,0,0,1,0,1,2,26,33,289,0,0,2,19,3307,104,0
D20210510T221604_IFCB102,1,4,4,3,1,20,5,4,94,451,0,3,1,2,8,1,2,1,8,0,0,0,0,0,33,2,0,0,3,5,37,0,0,0,0,0,0,14,0,20,32,273,0,4,3,17,2985,75,2
D20210510T224025_IFCB102,2,2,9,2,0,20,4,10,106,472,1,0,1,1,7,0,0,0,6,0,1,0,0,0,27,2,0,1,1,5,40,0,0,0,0,2,0,5,0,26,28,248,0,2,0,23,3249,67,0
D20210510T233525_IFCB102,0,7,12,4,0,8,15,9,113,447,1,2,4,3,10,0,8,0,9,0,1,0,0,0,54,5,0,1,1,7,58,0,1,0,0,2,0,15,1,34,56,382,0,1,0,28,2478,104,3
D20210510T235944_IFCB102,3,5,5,7,0,19,23,6,142,465,1,1,1,1,9,0,4,0,13,0,0,0,1,0,32,6,0,0,4,12,55,0,0,0,0,1,0,6,3,21,35,316,1,2,1,22,2191,105,3
D20210511T002402_IFCB102,2,2,5,6,0,11,9,5,106,389,0,0,9,2,22,1,4,0,8,0,0,0,0,0,33,3,0,0,4,10,24,0,0,0,0,0,0,8,1,25,11,215,0,1,1,18,1843,95,4
D20210511T004820_IFCB102,2,2,5,5,0,11,11,2,73,380,1,0,4,1,15,0,3,0,2,0,1,0,0,0,22,5,0,0,4,6,20,0,0,0,0,0,1,18,0,18,13,180,0,1,2,16,1688,82,1
D20210511T011238_IFCB102,0,3,5,4,0,16,9,3,95,412,1,0,9,0,10,1,1,0,7,0,0,0,0,0,23,3,0,0,1,8,40,0,0,0,0,1,0,6,1,26,22,250,0,1,0,19,2285,113,0
D20210511T013656_IFCB102,4,6,5,7,0,14,13,1,124,456,0,0,2,1,12,0,3,1,9,1,0,0,0,0,53,4,0,0,0,5,32,0,0,0,0,2,1,12,2,33,9,291,0,3,2,21,2279,103,0
D20210511T020115_IFCB102,1,4,2,7,0,16,22,1,160,744,0,1,1,3,10,0,2,0,12,0,0,0,0,0,69,5,0,0,6,14,43,0,0,0,0,4,0,1,1,35,17,356,0,3,3,28,2681,135,1
D20210511T022534_IFCB102,3,3,5,8,0,23,25,3,180,807,1,1,0,3,10,0,3,1,6,0,0,0,0,0,57,3,0,0,6,11,33,1,0,0,0,1,0,7,0,43,18,296,0,3,0,41,2631,125,0
D20210511T024952_IFCB102,2,1,5,2,0,15,12,4,185,759,0,1,1,5,6,0,0,1,8,0,0,0,0,0,41,1,0,1,2,9,35,0,0,0,0,5,0,11,4,41,25,300,0,6,2,38,3143,96,4
