k-epsilon,ePBL,CVmix,datetime
-57.5,-62.5,-72.5,24-Apr-2021 10:00:00
-53.5,-57.5,-69.5,24-Apr-2021 10:30:00
-47.5,-47.5,-54.5,24-Apr-2021 11:00:00
-41.5,-36.5,-33.5,24-Apr-2021 11:30:00
-35.5,-29.5,-25.5,24-Apr-2021 12:00:00
-31.5,-26.5,-23.5,24-Apr-2021 12:30:00
-30.5,-26.5,-23.5,24-Apr-2021 13:00:00
-32.5,-28.5,-26.5,24-Apr-2021 13:30:00
-35.5,-32.5,-31.5,24-Apr-2021 14:00:00
-37.5,-34.5,-35.5,24-Apr-2021 14:30:00
-38.5,-37.5,-37.5,24-Apr-2021 15:00:00
-41.5,-40.5,-42.5,24-Apr-2021 15:30:00
-43.5,-44.5,-49.5,24-Apr-2021 16:00:00
-46.5,-48.5,-54.5,24-Apr-2021 16:30:00
-48.5,-50.5,-57.5,24-Apr-2021 17:00:00
-50.5,-54.5,-61.5,24-Apr-2021 17:30:00
-52.5,-58.5,-65.5,24-Apr-2021 18:00:00
-55.5,-62.5,-68.5,24-Apr-2021 18:30:00
-57.5,-66.5,-71.5,24-Apr-2021 19:00:00
-60.5,-69.5,-74.5,24-Apr-2021 19:30:00
-62.5,-71.5,-77.5,24-Apr-2021 20:00:00
-64.5,-73.5,-80.5,24-Apr-2021 20:30:00
-66.5,-76.5,-82.5,24-Apr-2021 21:00:00
-68.5,-77.5,-84.5,24-Apr-2021 21:30:00
-69.5,-78.5,-86.5,24-Apr-2021 22:00:00
-71.5,-79.5,-87.5,24-Apr-2021 22:30:00
-72.5,-80.5,-88.5,24-Apr-2021 23:00:00
-74.5,-81.5,-89.5,24-Apr-2021 23:30:00
-76.5,-82.5,-90.5,25-Apr-2021 00:00:00
-77.5,-83.5,-91.5,25-Apr-2021 00:30:00
-78.5,-84.5,-92.5,25-Apr-2021 01:00:00
-80.5,-85.5,-92.5,25-Apr-2021 01:30:00
-81.5,-86.5,-93.5,25-Apr-2021 02:00:00
-82.5,-86.5,-93.5,25-Apr-2021 02:30:00
-83.5,-87.5,-93.5,25-Apr-2021 03:00:00
-85.5,-87.5,-94.5,25-Apr-2021 03:30:00
-86.5,-88.5,-94.5,25-Apr-2021 04:00:00
-87.5,-88.5,-94.5,25-Apr-2021 04:30:00
-87.5,-89.5,-94.5,25-Apr-2021 05:00:00
-88.5,-90.5,-95.5,25-Apr-2021 05:30:00
-89.5,-90.5,-95.5,25-Apr-2021 06:00:00
-89.5,-91.5,-95.5,25-Apr-2021 06:30:00
-90.5,-91.5,-95.5,25-Apr-2021 07:00:00
-89.5,-91.5,-95.5,25-Apr-2021 07:30:00
-88.5,-91.5,-95.5,25-Apr-2021 08:00:00
-87.5,-90.5,-95.5,25-Apr-2021 08:30:00
-86.5,-89.5,-94.5,25-Apr-2021 09:00:00
-85.5,-88.5,-93.5,25-Apr-2021 09:30:00
-82.5,-85.5,-91.5,25-Apr-2021 10:00:00
-79.5,-80.5,-87.5,25-Apr-2021 10:30:00
-71.5,-69.5,-62.5,25-Apr-2021 11:00:00
-52.5,-44.5,-29.5,25-Apr-2021 11:30:00
-33.5,-28.5,-17.5,25-Apr-2021 12:00:00
-25.5,-20.5,-12.5,25-Apr-2021 12:30:00
-20.5,-16.5,-10.5,25-Apr-2021 13:00:00
-18.5,-15.5,-9.5,25-Apr-2021 13:30:00
-16.5,-14.5,-8.5,25-Apr-2021 14:00:00
-16.5,-14.5,-8.5,25-Apr-2021 14:30:00
-16.5,-15.5,-8.5,25-Apr-2021 15:00:00
-17.5,-16.5,-9.5,25-Apr-2021 15:30:00
-19.5,-18.5,-10.5,25-Apr-2021 16:00:00
-21.5,-21.5,-13.5,25-Apr-2021 16:30:00
-23.5,-24.5,-17.5,25-Apr-2021 17:00:00
-26.5,-27.5,-22.5,25-Apr-2021 17:30:00
-29.5,-30.5,-30.5,25-Apr-2021 18:00:00
-32.5,-33.5,-36.5,25-Apr-2021 18:30:00
-34.5,-36.5,-41.5,25-Apr-2021 19:00:00
-37.5,-39.5,-44.5,25-Apr-2021 19:30:00
-41.5,-42.5,-46.5,25-Apr-2021 20:00:00
-45.5,-46.5,-48.5,25-Apr-2021 20:30:00
-49.5,-50.5,-50.5,25-Apr-2021 21:00:00
-54.5,-58.5,-52.5,25-Apr-2021 21:30:00
-60.5,-69.5,-54.5,25-Apr-2021 22:00:00
-66.5,-76.5,-55.5,25-Apr-2021 22:30:00
-71.5,-81.5,-58.5,25-Apr-2021 23:00:00
-75.5,-84.5,-60.5,25-Apr-2021 23:30:00
-79.5,-86.5,-64.5,26-Apr-2021 00:00:00
-80.5,-87.5,-68.5,26-Apr-2021 00:30:00
-82.5,-88.5,-72.5,26-Apr-2021 01:00:00
-83.5,-89.5,-77.5,26-Apr-2021 01:30:00
-84.5,-89.5,-81.5,26-Apr-2021 02:00:00
-84.5,-89.5,-83.5,26-Apr-2021 02:30:00
-84.5,-89.5,-85.5,26-Apr-2021 03:00:00
-84.5,-90.5,-87.5,26-Apr-2021 03:30:00
-85.5,-90.5,-88.5,26-Apr-2021 04:00:00
-85.5,-90.5,-89.5,26-Apr-2021 04:30:00
-85.5,-91.5,-90.5,26-Apr-2021 05:00:00
-86.5,-91.5,-90.5,26-Apr-2021 05:30:00
-86.5,-92.5,-90.5,26-Apr-2021 06:00:00
-86.5,-92.5,-90.5,26-Apr-2021 06:30:00
-86.5,-92.5,-90.5,26-Apr-2021 07:00:00
-86.5,-91.5,-90.5,26-Apr-2021 07:30:00
-85.5,-90.5,-90.5,26-Apr-2021 08:00:00
-84.5,-88.5,-90.5,26-Apr-2021 08:30:00
-82.5,-85.5,-90.5,26-Apr-2021 09:00:00
-78.5,-80.5,-85.5,26-Apr-2021 09:30:00
-69.5,-69.5,-67.5,26-Apr-2021 10:00:00
-63.5,-62.5,-60.5,26-Apr-2021 10:30:00
-49.5,-54.5,-13.5,26-Apr-2021 11:00:00
-15.5,-21.5,-5.5,26-Apr-2021 11:30:00
-7.5,-11.5,-3.5,26-Apr-2021 12:00:00
-5.5,-8.5,-3.5,26-Apr-2021 12:30:00
-4.5,-6.5,-2.5,26-Apr-2021 13:00:00
-3.5,-5.5,-2.5,26-Apr-2021 13:30:00
-3.5,-5.5,-2.5,26-Apr-2021 14:00:00
-3.5,-5.5,-2.5,26-Apr-2021 14:30:00
-3.5,-5.5,-2.5,26-Apr-2021 15:00:00
-4.5,-5.5,-2.5,26-Apr-2021 15:30:00
-4.5,-6.5,-2.5,26-Apr-2021 16:00:00
-4.5,-6.5,-3.5,26-Apr-2021 16:30:00
-5.5,-7.5,-3.5,26-Apr-2021 17:00:00
-6.5,-7.5,-4.5,26-Apr-2021 17:30:00
-7.5,-8.5,-6.5,26-Apr-2021 18:00:00
-8.5,-9.5,-9.5,26-Apr-2021 18:30:00
-10.5,-11.5,-12.5,26-Apr-2021 19:00:00
-11.5,-13.5,-14.5,26-Apr-2021 19:30:00
-12.5,-14.5,-15.5,26-Apr-2021 20:00:00
-13.5,-15.5,-15.5,26-Apr-2021 20:30:00
-14.5,-16.5,-16.5,26-Apr-2021 21:00:00
-15.5,-17.5,-17.5,26-Apr-2021 21:30:00
-16.5,-18.5,-17.5,26-Apr-2021 22:00:00
-17.5,-18.5,-18.5,26-Apr-2021 22:30:00
-18.5,-20.5,-18.5,26-Apr-2021 23:00:00
-18.5,-23.5,-19.5,26-Apr-2021 23:30:00
-20.5,-27.5,-19.5,27-Apr-2021 00:00:00
-23.5,-31.5,-20.5,27-Apr-2021 00:30:00
-26.5,-36.5,-21.5,27-Apr-2021 01:00:00
-29.5,-41.5,-21.5,27-Apr-2021 01:30:00
-32.5,-46.5,-22.5,27-Apr-2021 02:00:00
-37.5,-51.5,-23.5,27-Apr-2021 02:30:00
-41.5,-54.5,-25.5,27-Apr-2021 03:00:00
-45.5,-56.5,-27.5,27-Apr-2021 03:30:00
-48.5,-58.5,-30.5,27-Apr-2021 04:00:00
-51.5,-59.5,-33.5,27-Apr-2021 04:30:00
-54.5,-60.5,-37.5,27-Apr-2021 05:00:00
-56.5,-61.5,-41.5,27-Apr-2021 05:30:00
-58.5,-62.5,-45.5,27-Apr-2021 06:00:00
-59.5,-63.5,-48.5,27-Apr-2021 06:30:00
-60.5,-63.5,-50.5,27-Apr-2021 07:00:00
-58.5,-61.5,-50.5,27-Apr-2021 07:30:00
-52.5,-56.5,-46.5,27-Apr-2021 08:00:00
-41.5,-43.5,-34.5,27-Apr-2021 08:30:00
-30.5,-32.5,-26.5,27-Apr-2021 09:00:00
-18.5,-24.5,-8.5,27-Apr-2021 09:30:00
-6.5,-11.5,-4.5,27-Apr-2021 10:00:00
-5.5,-8.5,-3.5,27-Apr-2021 10:30:00
-5.5,-6.5,-3.5,27-Apr-2021 11:00:00
-5.5,-6.5,-3.5,27-Apr-2021 11:30:00
-5.5,-6.5,-3.5,27-Apr-2021 12:00:00
-5.5,-6.5,-3.5,27-Apr-2021 12:30:00
-5.5,-5.5,-3.5,27-Apr-2021 13:00:00
-5.5,-5.5,-3.5,27-Apr-2021 13:30:00
-5.5,-5.5,-3.5,27-Apr-2021 14:00:00
-5.5,-5.5,-3.5,27-Apr-2021 14:30:00
-6.5,-6.5,-3.5,27-Apr-2021 15:00:00
-6.5,-6.5,-3.5,27-Apr-2021 15:30:00
-7.5,-7.5,-3.5,27-Apr-2021 16:00:00
-8.5,-8.5,-4.5,27-Apr-2021 16:30:00
-9.5,-10.5,-5.5,27-Apr-2021 17:00:00
-11.5,-12.5,-7.5,27-Apr-2021 17:30:00
-13.5,-15.5,-10.5,27-Apr-2021 18:00:00
-15.5,-17.5,-14.5,27-Apr-2021 18:30:00
-17.5,-20.5,-18.5,27-Apr-2021 19:00:00
-19.5,-22.5,-22.5,27-Apr-2021 19:30:00
-20.5,-24.5,-26.5,27-Apr-2021 20:00:00
-22.5,-25.5,-28.5,27-Apr-2021 20:30:00
-23.5,-27.5,-30.5,27-Apr-2021 21:00:00
-24.5,-28.5,-31.5,27-Apr-2021 21:30:00
-25.5,-29.5,-32.5,27-Apr-2021 22:00:00
-26.5,-30.5,-32.5,27-Apr-2021 22:30:00
-27.5,-31.5,-33.5,27-Apr-2021 23:00:00
-29.5,-32.5,-34.5,27-Apr-2021 23:30:00
-30.5,-33.5,-35.5,28-Apr-2021 00:00:00
-31.5,-34.5,-36.5,28-Apr-2021 00:30:00
-32.5,-35.5,-37.5,28-Apr-2021 01:00:00
-33.5,-36.5,-37.5,28-Apr-2021 01:30:00
-33.5,-36.5,-38.5,28-Apr-2021 02:00:00
-34.5,-37.5,-38.5,28-Apr-2021 02:30:00
-34.5,-37.5,-38.5,28-Apr-2021 03:00:00
-35.5,-38.5,-38.5,28-Apr-2021 03:30:00
-36.5,-38.5,-39.5,28-Apr-2021 04:00:00
-37.5,-39.5,-39.5,28-Apr-2021 04:30:00
-38.5,-39.5,-40.5,28-Apr-2021 05:00:00
-39.5,-40.5,-40.5,28-Apr-2021 05:30:00
-39.5,-40.5,-40.5,28-Apr-2021 06:00:00
-40.5,-40.5,-41.5,28-Apr-2021 06:30:00
-41.5,-41.5,-41.5,28-Apr-2021 07:00:00
-40.5,-41.5,-41.5,28-Apr-2021 07:30:00
-40.5,-41.5,-42.5,28-Apr-2021 08:00:00
-40.5,-41.5,-42.5,28-Apr-2021 08:30:00
-39.5,-41.5,-42.5,28-Apr-2021 09:00:00
-38.5,-41.5,-41.5,28-Apr-2021 09:30:00
-38.5,-41.5,-41.5,28-Apr-2021 10:00:00
-36.5,-40.5,-40.5,28-Apr-2021 10:30:00
-36.5,-38.5,-38.5,28-Apr-2021 11:00:00
-35.5,-35.5,-31.5,28-Apr-2021 11:30:00
-32.5,-30.5,-18.5,28-Apr-2021 12:00:00
-26.5,-23.5,-11.5,28-Apr-2021 12:30:00
-19.5,-17.5,-7.5,28-Apr-2021 13:00:00
-14.5,-14.5,-5.5,28-Apr-2021 13:30:00
-11.5,-12.5,-4.5,28-Apr-2021 14:00:00
-10.5,-11.5,-4.5,28-Apr-2021 14:30:00
-9.5,-10.5,-4.5,28-Apr-2021 15:00:00
-9.5,-10.5,-4.5,28-Apr-2021 15:30:00
-9.5,-10.5,-4.5,28-Apr-2021 16:00:00
-9.5,-10.5,-5.5,28-Apr-2021 16:30:00
-10.5,-11.5,-6.5,28-Apr-2021 17:00:00
-12.5,-13.5,-8.5,28-Apr-2021 17:30:00
-14.5,-15.5,-14.5,28-Apr-2021 18:00:00
-17.5,-18.5,-18.5,28-Apr-2021 18:30:00
-20.5,-20.5,-20.5,28-Apr-2021 19:00:00
-24.5,-24.5,-22.5,28-Apr-2021 19:30:00
-29.5,-29.5,-24.5,28-Apr-2021 20:00:00
-33.5,-35.5,-26.5,28-Apr-2021 20:30:00
-35.5,-38.5,-28.5,28-Apr-2021 21:00:00
-36.5,-39.5,-31.5,28-Apr-2021 21:30:00
-36.5,-40.5,-33.5,28-Apr-2021 22:00:00
-37.5,-41.5,-35.5,28-Apr-2021 22:30:00
-37.5,-42.5,-36.5,28-Apr-2021 23:00:00
-37.5,-42.5,-38.5,28-Apr-2021 23:30:00
-37.5,-43.5,-39.5,29-Apr-2021 00:00:00
-38.5,-43.5,-40.5,29-Apr-2021 00:30:00
-38.5,-44.5,-40.5,29-Apr-2021 01:00:00
-39.5,-44.5,-41.5,29-Apr-2021 01:30:00
-39.5,-44.5,-41.5,29-Apr-2021 02:00:00
-40.5,-45.5,-42.5,29-Apr-2021 02:30:00
-40.5,-45.5,-43.5,29-Apr-2021 03:00:00
-41.5,-46.5,-44.5,29-Apr-2021 03:30:00
-41.5,-48.5,-44.5,29-Apr-2021 04:00:00
-41.5,-49.5,-45.5,29-Apr-2021 04:30:00
-42.5,-51.5,-45.5,29-Apr-2021 05:00:00
-42.5,-53.5,-46.5,29-Apr-2021 05:30:00
-43.5,-54.5,-46.5,29-Apr-2021 06:00:00
-44.5,-54.5,-46.5,29-Apr-2021 06:30:00
-44.5,-55.5,-46.5,29-Apr-2021 07:00:00
-45.5,-54.5,-47.5,29-Apr-2021 07:30:00
-45.5,-52.5,-47.5,29-Apr-2021 08:00:00
-45.5,-49.5,-47.5,29-Apr-2021 08:30:00
-44.5,-45.5,-48.5,29-Apr-2021 09:00:00
-43.5,-44.5,-48.5,29-Apr-2021 09:30:00
-41.5,-44.5,-46.5,29-Apr-2021 10:00:00
-38.5,-43.5,-41.5,29-Apr-2021 10:30:00
-9.5,-41.5,-4.5,29-Apr-2021 11:00:00
-4.5,-35.5,-2.5,29-Apr-2021 11:30:00
-3.5,-8.5,-2.5,29-Apr-2021 12:00:00
-3.5,-7.5,-2.5,29-Apr-2021 12:30:00
-4.5,-7.5,-2.5,29-Apr-2021 13:00:00
-4.5,-7.5,-3.5,29-Apr-2021 13:30:00
-4.5,-7.5,-3.5,29-Apr-2021 14:00:00
-5.5,-7.5,-3.5,29-Apr-2021 14:30:00
-5.5,-7.5,-4.5,29-Apr-2021 15:00:00
-6.5,-8.5,-5.5,29-Apr-2021 15:30:00
-7.5,-10.5,-7.5,29-Apr-2021 16:00:00
-8.5,-11.5,-9.5,29-Apr-2021 16:30:00
-10.5,-12.5,-12.5,29-Apr-2021 17:00:00
-11.5,-14.5,-14.5,29-Apr-2021 17:30:00
-13.5,-15.5,-17.5,29-Apr-2021 18:00:00
-15.5,-17.5,-19.5,29-Apr-2021 18:30:00
-16.5,-19.5,-20.5,29-Apr-2021 19:00:00
-18.5,-20.5,-22.5,29-Apr-2021 19:30:00
-21.5,-23.5,-23.5,29-Apr-2021 20:00:00
-23.5,-33.5,-25.5,29-Apr-2021 20:30:00
-28.5,-38.5,-26.5,29-Apr-2021 21:00:00
