mtime,sst,cond,chl,lat,lon,latec,lonec,dx,dy,sss,sstorig,sssorig,tcorr,scorr,datetime
738283.141666667,12.54296,41.3103367299251,1.3603,48.9657468431921,-14.9401925102768,48.9957723181622,-14.8990214966974,-3.0579634801298,-3.33868048677412,35.5169298982889,12.84296,35.4753952745831,-0.3,0.0415346237057669,07-May-2021 03:24:00
738283.145833333,12.5783666666667,41.3438346782685,1.32178333333333,48.9664450153107,-14.9391450577448,48.9960205794928,-14.8989522741373,-2.98530577099882,-3.28865268969882,35.515791812642,12.8783666666667,35.474251406845,-0.3,0.0415404057969746,07-May-2021 03:30:00
738283.15,12.6077666666667,41.3850929607894,1.33208333333333,48.9673870464454,-14.9356621778484,48.9962688408234,-14.8988830515772,-2.73175749611854,-3.21150900722513,35.5277294232467,12.9077666666667,35.4861832353585,-0.3,0.0415461878881822,07-May-2021 03:36:00
738283.154166667,12.6218833333333,41.3993160044915,1.35398333333333,48.9681472267702,-14.9319930533004,48.996517102154,-14.8988138290171,-2.46437596105222,-3.1545862122077,35.5281019489316,12.9218833333333,35.4865499789522,-0.3,0.0415519699793899,07-May-2021 03:42:00
738283.158333333,12.6273666666667,41.4048663597608,1.34485,48.9682544483616,-14.928834716968,48.9967653634845,-14.898744606457,-2.23493305255016,-3.17026911566573,35.5282743715713,12.9273666666667,35.4867166195007,-0.3,0.0415577520705976,07-May-2021 03:48:00
738283.1625,12.6230833333333,41.4074827428814,1.35026666666667,48.9673694736111,-14.9255709144444,48.9970136248151,-14.8986753838969,-1.9976566774203,-3.29627921856936,35.5348123507479,12.9230833333333,35.4932488165861,-0.3,0.0415635341618053,07-May-2021 03:54:00
738283.166666667,12.5363,41.3299265541959,1.33793333333333,48.9665484276883,-14.9214708005273,48.9972618861457,-14.8986061613368,-1.69826354884414,-3.41518076016799,35.5420401474214,12.8363,35.5004708311684,-0.3,0.0415693162530129,07-May-2021 04:00:00
738283.170833333,12.56235,41.3313193310961,1.30545,48.9659151467514,-14.9174518549906,48.9975101474763,-14.8985369387767,-1.40489917500297,-3.51320378793514,35.5188761456175,12.86235,35.4773010472733,-0.3,0.0415750983442206,07-May-2021 04:06:00
738283.175,12.6371333333333,41.4066506080164,1.30121666666667,48.9653185684557,-14.9135940614689,48.9977584088138,-14.8984677162147,-1.12350431417319,-3.6071456689708,35.5208322613656,12.9371333333333,35.47925138093,-0.3,0.0415808804355898,07-May-2021 04:12:00
738283.179166667,12.6392666666667,41.4263302319095,1.33508333333333,48.9646359494774,-14.909917151742,48.9980066701443,-14.8983984936546,-0.855544537506051,-3.71065483663616,35.537686679572,12.9392666666667,35.4961000170452,-0.3,0.0415866625267975,07-May-2021 04:18:00
738283.183333333,12.5784166666667,41.3674597423267,1.33713333333333,48.9638232930226,-14.9061891886158,48.9982549314749,-14.8983292710945,-0.58379278641687,-3.8286235119567,35.5384601892496,12.8784166666667,35.4968677446316,-0.3,0.0415924446180052,07-May-2021 04:24:00
738283.1875,12.51925,41.3000441821684,1.45161666666667,48.9629808858286,-14.9025171898823,48.9985031928055,-14.8982600485344,-0.316197772168503,-3.94990031853806,35.5294163928817,12.81925,35.4878181661724,-0.3,0.0415982267092129,07-May-2021 04:30:00
738283.191666667,12.5017166666667,41.2737067778612,1.5114,48.962151564548,-14.8989305315254,48.9987514541361,-14.8981908259743,-0.0549413863019205,-4.069722037941,35.5206196149769,12.8017166666667,35.4790156061765,-0.3,0.0416040088004205,07-May-2021 04:36:00
738283.195833333,12.5328666666667,41.2903540014352,1.47741666666667,48.961370663564,-14.895381354322,48.9989997154666,-14.8981216034142,0.203531099228548,-4.18415966601453,35.5073112325903,12.8328666666667,35.4657014416986,-0.3,0.0416097908916282,07-May-2021 04:42:00
738283.2,12.57195,41.3284606490427,1.43721666666667,48.9608130674953,-14.8915918246469,48.9992479767972,-14.8980523808541,0.479855685474798,-4.27376692041722,35.5071495094104,12.87195,35.4655339364276,-0.3,0.0416155729828359,07-May-2021 04:48:00
738283.204166667,12.60614,41.3709770757081,1.4318,48.9605312077232,-14.8872775762203,48.9994962381347,-14.897983158292,0.795153584100819,-4.33271369831647,35.5158010802202,12.90614,35.474179725146,-0.3,0.0416213550742051,07-May-2021 04:54:00
738283.208333333,12.6089833333333,41.3762365486235,1.37905,48.9602726663465,-14.8835077608522,48.9997444994653,-14.8979139357319,1.07001389668648,-4.38906758816841,35.5181771937789,12.9089833333333,35.4765500566135,-0.3,0.0416271371654128,07-May-2021 05:00:00
738283.2125,12.5981166666667,41.3685752712324,1.41465,48.9598726949812,-14.8791415954755,48.9999927607959,-14.8978447131718,1.38916790983375,-4.46114777524017,35.5210491799495,12.8981166666667,35.4794162606929,-0.3,0.0416329192566205,07-May-2021 05:06:00
738283.216666667,12.63495,41.3945052734858,1.40655,48.9594606649623,-14.8749213228201,49.0002410221264,-14.8977754906117,1.69748578913551,-4.53456882340129,35.5113055172865,12.93495,35.4696668159387,-0.3,0.0416387013478281,07-May-2021 05:12:00
738283.220833333,12.6757333333333,41.4396235759568,1.39101666666667,48.9589361325047,-14.8706819497081,49.000489283457,-14.8977062680516,2.0072223485698,-4.62049957199245,35.5162281576341,12.9757333333333,35.4745836741951,-0.3,0.0416444834390358,07-May-2021 05:18:00
738283.225,12.69185,41.4614377998287,1.35293333333333,48.9581881901883,-14.8661117447458,49.0007375447876,-14.8976370454915,2.34153133477389,-4.73127236343718,35.5219834597221,12.99185,35.4803331941918,-0.3,0.0416502655302435,07-May-2021 05:24:00
738283.229166667,12.6717,41.449596700429,1.32436666666667,48.9574088726789,-14.8616221316384,49.0009858061182,-14.8975678229314,2.66985438747975,-4.84553391717116,35.5295720100251,12.9717,35.4879159624036,-0.3,0.0416560476214511,07-May-2021 05:30:00
738283.233333333,12.6532333333333,41.4253932948643,1.32833333333333,48.9568129605085,-14.8573045437335,49.0012340674487,-14.8974986003713,2.9854003249042,-4.93940172769261,35.5237448188301,12.9532333333333,35.4820829891174,-0.3,0.0416618297126588,07-May-2021 05:36:00
738283.2375,12.6283166666667,41.4081120722791,1.38456666666667,48.956397794807,-14.8532246874341,49.0014823287862,-14.8974293778093,3.28328882545025,-5.01317144862912,35.5306017059027,12.9283166666667,35.4889340940987,-0.3,0.041667611804028,07-May-2021 05:42:00
